p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci
0.00511410753965726	0.169049731027133	0.109	0.15	1	Cmc2	other
0.00511473260999657	-0.119046562702329	0.04	0.063	1	G6pdx	other
0.00511478306952846	-0.160499572588855	0.022	0.039	1	Zxdc	other
0.00512010490806959	0.0775326944889385	0.048	0.073	1	Psmd10	other
0.0051203578445361	-0.22430778935007	0.04	0.062	1	Nfatc4	other
0.00512744657556635	-0.196929995305605	0.026	0.044	1	Dap	other
0.00512873089703752	0.114222802630817	0.189	0.249	1	Zfp397	other
0.00513247735514037	-0.573320558791913	0.008	0.019	1	Smtnl2	other
0.0051797369469797	0.0812073194212032	0.379	0.495	1	Mbtd1	other
0.00518173150918532	0.0904707204009179	0.055	0.082	1	Ormdl1	other
0.00518858234654677	-0.0214135790622549	0.025	0.043	1	Smg9	other
0.00519723368387644	-0.0502992835344913	0.046	0.071	1	Gm43457	other
0.00522184402448419	0.057807984114429	0.049	0.074	1	Yae1d1	other
0.00522573216691037	-0.418471845534298	0.031	0.051	1	Gm9008	other
0.00523204365615747	-0.215796713128956	0.025	0.043	1	Abcc10	other
0.00523334431601632	0.0920345632641522	0.073	0.104	1	Gm14325	other
0.00524117661504035	0.0572515686556772	0.016	0.031	1	Camk2n2	other
0.00524593245537649	-0.10954313128774	0.022	0.039	1	Gm44562	other
0.00526259923272403	-0.0519342888463297	0.061	0.089	1	Ubxn2b	other
0.00526435006761347	-0.208121682359423	0.024	0.042	1	Gm43313	other
0.00527271515330118	0.0901449074040679	0.065	0.094	1	Gm43201	other
0.00528135089136748	-0.445710825609317	0.013	0.027	1	Nagk	other
0.00529257932274527	0.155540770316069	0.173	0.231	1	Zfp281	other
0.00529350159934541	0.128419198392492	0.059	0.088	1	Gm46430	other
0.00530529814844288	-0.0108864949783687	0.059	0.088	1	Plgrkt	other
0.0053222445684825	-0.108050599056696	0.068	0.098	1	Glce	other
0.00532572627163869	0.0126674445700905	0.061	0.09	1	Mfn1	other
0.0053519662230988	-0.053712077174938	0.039	0.061	1	Blvrb	other
0.00536105711450741	-0.116531880641299	0.104	0.141	1	Mtor	other
0.00536444407251829	-0.11263798521978	0.028	0.047	1	Zfp607a	other
0.00537347176699543	-0.0858279552043357	0.026	0.044	1	Lrfn1	other
0.00537718081228864	-0.0607923490917242	0.035	0.056	1	Nkiras2	other
0.00539869632030694	-0.071789122436154	0.037	0.059	1	3110040N11Rik	other
0.00540069475239162	-0.145861375137395	0.031	0.051	1	Ephb2	other
0.0054029847602767	-0.346394008958349	0.019	0.034	1	Rhoc	other
0.0054033740001985	-0.0952597734451959	0.052	0.078	1	1700052K11Rik	other
0.00540498689924407	0.117648582516678	0.058	0.086	1	Adat1	other
0.00540944568158597	-0.0584386299959117	0.046	0.07	1	Ddx19b	other
0.00541969436330396	-0.0762213029693486	0.052	0.078	1	Cacna1a	other
0.00542510627663839	0.0120014444416054	0.041	0.064	1	Tfpt	other
0.00543809164208496	-0.586535844387728	0.014	0.028	1	Lyrm9	other
0.00544314045718537	-0.485390237109305	0.019	0.034	1	Gm37296	other
0.00544388158333802	-0.0887145877857283	0.097	0.132	1	Rnf217	other
0.00545419115728996	-0.364940004247755	0.013	0.027	1	Gm42731	other
0.0054679247076534	-0.0839016779306374	0.746	0.877	1	Cfl1	other
0.00546952972375137	-0.589758138565496	0.011	0.023	1	Gm20056	other
0.00547241925085437	-0.282300514235634	0.011	0.023	1	Gm47594	other
0.00547640418490321	-0.141252702899075	0.034	0.055	1	Nfkbil1	other
0.00548056946502546	0.172243345159035	0.148	0.2	1	Erg28	other
0.00548077747830833	0.0312026843763531	0.131	0.176	1	Ssna1	other
0.00548718389373416	-0.149662398262797	0.03	0.05	1	Nanos1	other
0.00549456454015607	2.33271911804173	0.015	0.004	1	Ier3	other
0.00551552223294244	-0.0577533202091116	0.037	0.059	1	Kifbp	other
0.00551957578460898	-0.240424022484838	0.018	0.033	1	Elk3	other
0.00552201909431207	0.0442729643763839	0.043	0.067	1	Rassf8	other
0.00553578071155007	-1.16956248415753	0.007	0.017	1	Gm43118	other
0.00554844329677541	-0.0104224204410435	0.057	0.085	1	Enoph1	other
0.00555581297166301	-0.0212189883853631	0.033	0.053	1	Wdr44	other
0.00555974833819254	-0.329233930473094	0.011	0.023	1	Ifngr1	other
0.00558168007319006	-0.697658066887009	0.007	0.017	1	Gm37305	other
0.00558592780472019	0.0754249484430196	0.045	0.069	1	Mbnl3	other
0.00559960398268908	-0.00247967373792557	0.043	0.066	1	Ccdc191	other
0.005600548848481	-0.0176620154283289	0.04	0.062	1	Tmem186	other
0.00560417276908432	-0.308832139432469	0.019	0.034	1	Angptl2	other
0.00560561627667971	-0.0152272480769136	0.452	0.583	1	Supt16	other
0.00560653708877003	-0.871449701026721	0.007	0.017	1	Shank1	other
0.00561009623216748	-0.959806934476289	0.007	0.017	1	Cxcl12	other
0.00561274740298681	-0.162937905699234	0.011	0.023	1	Rps27a-ps2	other
0.00564354239878752	0.131848422109949	0.085	0.119	1	Kif5c	other
0.0056508292499718	-0.173101370454922	0.031	0.051	1	9930104L06Rik	other
0.00565089924387994	-0.551726648845909	0.014	0.028	1	Gm45767	other
0.00565567292081766	0.0479773294144543	0.426	0.559	1	Laptm4a	other
0.00566752496369359	0.0454662327688506	0.055	0.082	1	Col25a1	other
0.00568664306387405	-0.84715781692004	0.011	0.024	1	Neb	other
0.0056933964698609	0.288762124879877	0.094	0.132	1	Atf6b	other
0.00569561874533408	-0.0877288225322213	0.035	0.056	1	Tmem18	other
0.00569860695176729	-0.340399548040496	0.014	0.028	1	Bahd1	other
0.0057084983048753	-0.749432880363949	0.011	0.024	1	Gm527	other
0.00571459000690482	-0.438208414315922	0.014	0.028	1	Etaa1os	other
0.00571913207237012	0.0876009331084822	0.05	0.076	1	Meis3	other
0.00571991260443082	0.15576999231141	0.132	0.178	1	Mettl6	other
0.00573202670769006	-0.0254764721230392	0.029	0.048	1	Smpd1	other
0.0057323265823375	-0.682536094680393	0.007	0.017	1	Cdv3-ps	other
0.00573342102659108	0.176014898108751	0.243	0.323	1	Lsm12	other
0.00573813270282489	-0.227867438944901	0.02	0.035	1	6230400D17Rik	other
0.00574550734271926	0.101246943139566	0.214	0.281	1	Vangl2	other
0.00575050279263403	-0.777501974173064	0.007	0.017	1	Bcar3	other
0.00575317508498646	-0.00939872132603181	0.078	0.109	1	Get1	other
0.00575658043406949	0.182889040921657	0.045	0.069	1	Pomt1	other
0.00577058548400845	0.205242426865989	0.072	0.102	1	Gkap1	other
0.00577211120594553	0.062031399418633	0.052	0.078	1	Taz	other
0.00577771395551756	-0.0625346381926248	0.049	0.074	1	Tmco3	other
0.00577883084335007	0.0263836693293036	0.031	0.051	1	Nprl3	other
0.00578071148641639	-0.219698334554503	0.045	0.069	1	Cat	other
0.00578337422328232	-0.510229624697363	0.011	0.024	1	Dpf1	other
0.00578354701175905	0.115147843314986	0.062	0.091	1	Gm50010	other
0.00578943306098889	0.0909840092612564	0.052	0.078	1	Osgin2	other
0.00579957263138082	-0.533367180300163	0.022	0.038	1	Gm10401	other
0.00580059747869604	0.104731058445719	0.111	0.152	1	Osbpl1a	other
0.00580129823156378	1.90393454636688	0.023	0.009	1	Kcnh5	other
0.00580218333981267	-0.615546337705843	0.031	0.05	1	Rbl2	other
0.00580556534577039	-0.883447075575266	0.009	0.02	1	C230013L11Rik	other
0.00580640537535334	0.0248667751912328	0.048	0.073	1	Nutf2	other
0.00580659647031163	0.153446769155141	0.148	0.197	1	Prc1	other
0.00581514803284922	-0.273340819160252	0.022	0.038	1	Adi1	other
0.00581546686131316	0.213481155083755	0.225	0.3	1	Camsap1	other
0.00582421925971907	-0.0516336941981046	0.037	0.059	1	2900035J10Rik	other
0.00582647080439377	-0.0443293414626975	0.469	0.597	1	Gm9794	other
0.00585159693135562	-0.128002621330653	0.035	0.056	1	Stoml1	other
0.00586037676406366	-0.104539991824432	0.068	0.097	1	Ston2	other
0.0058655822750351	-0.0922079878743336	0.044	0.068	1	Acadsb	other
0.00589238938721352	-0.0583728652495594	0.047	0.072	1	Uqcc1	other
0.00590632761887096	-0.0138667338173888	0.12	0.16	1	Rufy3	other
0.00591391705496454	-0.358171807093495	0.022	0.038	1	Tcp11l1	other
0.0059162706600255	0.202725503541056	0.135	0.182	1	Hras	other
0.00591977198704639	0.0790193861821795	0.174	0.23	1	Polr2h	other
0.00593163128893574	0.0998929334592484	0.107	0.147	1	Dele1	other
0.00593352926988255	0.123917860519309	0.104	0.143	1	Pak1	other
0.00593967947194494	0.134210840929087	0.233	0.304	1	Mrpl21	other
0.00597586999178268	-0.0894192815009784	0.021	0.037	1	C1qtnf12	other
0.00597935371937224	0.0041533485156528	0.346	0.441	1	Sp5	other
0.00598476090626782	0.164373462120202	0.149	0.2	1	BC031181	other
0.00601424586625053	-0.210882702894502	0.038	0.059	1	Pyroxd1	other
0.00602230057245604	-0.482810188045216	0.023	0.04	1	Sgpp1	other
0.00602466739564923	-0.0631473544241956	0.104	0.141	1	Ptpn2	other
0.00604610690017569	0.0775386055429879	0.068	0.097	1	Pacs2	other
0.00606456642856338	0.0198663751798156	0.057	0.084	1	Atg4d	other
0.00606463222077165	-0.282789994907713	0.03	0.049	1	Gm16853	other
0.00606631917652199	0.162346089447925	0.059	0.087	1	Sdf2l1	other
0.00607006891349622	-0.363327413472505	0.015	0.03	1	Lin52	other
0.0060713177723958	0.0925583020737633	0.093	0.129	1	Coprs	other
0.00608716898468525	-0.638850513518743	0.016	0.031	1	Fpgt	other
0.00611355656609762	0.085452412640768	0.285	0.373	1	Cdc37l1	other
0.00611980777028204	0.163535667138608	0.221	0.291	1	Pou2f1	other
0.00612575063799625	0.166157741475023	0.107	0.146	1	Zfp606	other
0.00612618337809654	-1.31340104067669	0.006	0.015	1	Ovca2	other
0.0061284560768468	-1.67242509179801	0.003	0.011	1	Gm14176	other
0.0061284560768468	-1.6018392845151	0.003	0.011	1	Gm10544	other
0.00613637808689325	0.083966264522731	0.04	0.063	1	Hagh	other
0.00614691082457322	0.11348904751175	0.126	0.17	1	Spop	other
0.00615273482579587	0.0828590047677848	0.055	0.082	1	Tmem243	other
0.00615692385706223	-0.106948080878079	0.064	0.092	1	Psmb10	other
0.00615762528108295	0.0442698835655215	0.044	0.068	1	Cables2	other
0.00616117551099913	-0.365107006409969	0.025	0.042	1	Rab39b	other
0.00618290457256739	-0.637627443409425	0.012	0.025	1	Plcd3	other
