"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"A830082K12Rik",2.20528934547286e-184,2.90110425968328,0.21,0.023,7.18725850583061e-180,"12","A830082K12Rik"
"Id31",2.69181883747613e-183,1.7593397078006,0.925,0.58,8.77290677321844e-179,"12","Id3"
"Hoxb72",1.05996793533268e-182,2.18212107404902,0.393,0.078,3.45454149804273e-178,"12","Hoxb7"
"Marcksl13",1.32229926986706e-178,0.783889018054072,1,0.966,4.30950555042374e-174,"12","Marcksl1"
"Pfn22",4.29095858017712e-175,1.82067404662445,0.634,0.203,1.39846631086552e-170,"12","Pfn2"
"Srsf3",2.16603805596141e-173,0.65907251943884,1,0.996,7.05933462818383e-169,"12","Srsf3"
"Hoxc102",7.50917500743067e-172,2.29304608750788,0.279,0.043,2.44731522667173e-167,"12","Hoxc10"
"Fgfr24",2.47432855275235e-168,2.02999166588776,0.426,0.097,8.06408418627519e-164,"12","Fgfr2"
"Fzd31",4.64459469863126e-168,1.63348818488248,0.77,0.327,1.51371985823091e-163,"12","Fzd3"
"Irx12",4.86971100526018e-168,2.17544395484363,0.406,0.09,1.58708751372435e-163,"12","Irx1"
"Rrm21",5.46655244633109e-167,1.28326692483264,0.965,0.735,1.78160410778377e-162,"12","Rrm2"
"Marcks2",9.0549467274301e-166,0.866108158036779,0.996,0.922,2.95109768793674e-161,"12","Marcks"
"Ccnd22",1.97078930643197e-165,1.61460515604356,0.96,0.779,6.42299942859243e-161,"12","Ccnd2"
"Igfbp52",2.92618359576064e-164,0.825017562157653,0.753,0.269,9.53672495694352e-160,"12","Igfbp5"
"Emid1",1.68301929411934e-157,2.85573847782697,0.232,0.033,5.48512818146435e-153,"12","Emid1"
"Rarb",1.50141271897643e-156,2.4820398512625,0.267,0.043,4.89325419241607e-152,"12","Rarb"
"Hoxc42",1.36128464671482e-154,2.23373000946022,0.327,0.064,4.43656279210828e-150,"12","Hoxc4"
"Zfand51",2.63197955951568e-151,1.24395721404201,0.935,0.64,8.57788458241756e-147,"12","Zfand5"
"Nrcam2",3.95079229321185e-151,2.41895798025918,0.315,0.062,1.28760271628067e-146,"12","Nrcam"
"Slc2a14",8.96904649528472e-151,1.16181840377304,0.963,0.625,2.92310194327824e-146,"12","Slc2a1"
"Hnrnpk",2.15336220585456e-147,0.603242397142302,1,0.986,7.0180227651006e-143,"12","Hnrnpk"
"Mest2",4.0895892359993e-147,0.76848364557716,0.968,0.597,1.33283802790453e-142,"12","Mest"
"Cotl11",1.14954110958258e-144,1.91538826106471,0.665,0.274,3.74646943024059e-140,"12","Cotl1"
"Rprm1",4.73915962099393e-144,2.46566907845847,0.291,0.055,1.54453951207813e-139,"12","Rprm"
"Pcdh81",6.72445346435515e-143,1.10383661827556,0.401,0.094,2.19156662856799e-138,"12","Pcdh8"
"Vim2",1.20008035412946e-141,1.60588708500498,0.904,0.651,3.91118188214332e-137,"12","Vim"
"Zbtb162",1.30342523300903e-140,1.61524421532101,0.538,0.165,4.24799317689974e-136,"12","Zbtb16"
"Nuak1",2.30491847870416e-139,2.48240624510986,0.278,0.052,7.51195981394474e-135,"12","Nuak1"
"Map1b2",1.10804592088922e-136,1.24852018745627,0.897,0.514,3.61123246077007e-132,"12","Map1b"
"Fabp53",4.28782178859345e-135,0.967366178958635,0.971,0.809,1.39744399912049e-130,"12","Fabp5"
"Igdcc33",4.68736839849532e-135,1.0728416452336,0.952,0.689,1.52766023475361e-130,"12","Igdcc3"
"Khdrbs32",9.73410317072985e-133,1.43036483260401,0.773,0.382,3.17244156437257e-128,"12","Khdrbs3"
"H3f3a2",1.38933144380058e-132,0.614505623130948,0.997,0.981,4.52797010849046e-128,"12","H3f3a"
"Ptprd",3.0699471746412e-132,2.58486501692556,0.214,0.033,1.00052648368731e-127,"12","Ptprd"
"Rgs2",3.92832885363958e-132,2.7159622514314,0.234,0.04,1.28028165668967e-127,"12","Rgs2"
"Snrpd1",2.83456558606861e-131,0.507638774219677,0.999,0.994,9.23813270155622e-127,"12","Snrpd1"
"Cdk4",4.42480910910035e-131,0.564568319149997,0.999,0.988,1.4420895367469e-126,"12","Cdk4"
"Ndn2",5.22173955742511e-131,1.36617448239197,0.826,0.467,1.70181713916042e-126,"12","Ndn"
"Cdk2ap11",1.64778978162048e-129,0.859148835912497,0.984,0.827,5.3703116772793e-125,"12","Cdk2ap1"
"Nexn",4.70564165805763e-129,2.23975796256244,0.258,0.047,1.53361567277756e-124,"12","Nexn"
"Zfp4223",1.4279107492262e-127,1.44579289313421,0.721,0.336,4.6537039228031e-123,"12","Zfp422"
"Irx2",3.27920542461529e-126,2.12937115887225,0.302,0.065,1.06872583993637e-121,"12","Irx2"
"Mdk2",9.70921272552306e-126,0.516456511817636,1,0.999,3.16432951937522e-121,"12","Mdk"
"Cnbp",2.63075546960041e-125,0.620265843449899,0.995,0.977,8.57389515097469e-121,"12","Cnbp"
"Hmgcs11",1.03725469541946e-124,1.27477924148123,0.928,0.702,3.38051677784156e-120,"12","Hmgcs1"
"Dbi1",2.98268571970163e-124,0.659335272298886,0.999,0.973,9.72087102907959e-120,"12","Dbi"
"Snrpf",1.59057457403846e-123,0.569234297044751,0.999,0.976,5.18384159424874e-119,"12","Snrpf"
"Cdca81",2.0335021046127e-119,1.02787032955028,0.967,0.788,6.62738670914324e-115,"12","Cdca8"
"Tshz3",2.42555828943576e-119,2.13445131987225,0.291,0.064,7.90513702110008e-115,"12","Tshz3"
"Srsf7",2.95098450092517e-118,0.609850357879327,0.993,0.97,9.61755358696523e-114,"12","Srsf7"
"Top1mt",8.40469636055296e-118,2.33344822194192,0.231,0.042,2.73917459086782e-113,"12","Top1mt"
"Nudt112",1.03447388760404e-117,1.87033364260782,0.41,0.119,3.37145384709032e-113,"12","Nudt11"
"Kif21a2",6.03123810392623e-117,1.80084978056383,0.477,0.16,1.9656408104506e-112,"12","Kif21a"
"Macroh2a12",2.60947272889273e-116,0.707031780371951,0.995,0.902,8.50453257073431e-112,"12","Macroh2a1"
"Fat31",2.21393488102592e-115,2.13701570930564,0.268,0.056,7.21543517075159e-111,"12","Fat3"
"Hoxb35",1.13894723851415e-114,1.71781793721439,0.453,0.143,3.71194294504147e-110,"12","Hoxb3"
"Hnrnph3",3.77412235118708e-114,0.960402115990733,0.931,0.698,1.23002421547538e-109,"12","Hnrnph3"
"Sfrp11",5.21290694875231e-114,1.5598995889115,0.501,0.169,1.69893850366787e-109,"12","Sfrp1"
"Fhl12",8.48493673148752e-112,1.55527085715321,0.605,0.246,2.7653257301591e-107,"12","Fhl1"
"G3bp1",8.71041792532388e-110,0.630647443479614,0.988,0.928,2.8388123060423e-105,"12","G3bp1"
"Msmo11",1.75804195219192e-108,1.38908950197511,0.784,0.481,5.72963452638867e-104,"12","Msmo1"
"Meis14",3.79329843392419e-108,1.30009027433236,0.582,0.219,1.23627389260023e-103,"12","Meis1"
"Rpa31",1.06405547071993e-107,1.19299995838604,0.801,0.439,3.46786318462332e-103,"12","Rpa3"
"Zfp412",9.01692745314597e-107,1.6515549149525,0.469,0.158,2.9387068262548e-102,"12","Zfp41"
"Lbh",9.95916149257496e-106,2.51271253192278,0.226,0.045,3.24579032204511e-101,"12","Lbh"
"Zfp4623",5.77933581811205e-105,1.37306142794419,0.653,0.3,1.8835433364809e-100,"12","Zfp462"
"Zfhx42",2.19378480053084e-104,1.38343843891439,0.567,0.216,7.14976404341008e-100,"12","Zfhx4"
"Gm150501",2.00883884497565e-102,1.69895910568109,0.347,0.095,6.54700667966016e-98,"12","Gm15050"
"Pard3b",7.06401355161398e-102,2.20674191704209,0.234,0.048,2.30223265660651e-97,"12","Pard3b"
"Rtn31",8.00464411527332e-102,0.876273372608554,0.948,0.715,2.60879356360873e-97,"12","Rtn3"
"C430049B03Rik2",5.72286876556336e-101,1.7780204074572,0.328,0.087,1.86514015938475e-96,"12","C430049B03Rik"
"Ckb3",1.71422880341883e-100,1.86782080990547,0.51,0.198,5.5868430932223e-96,"12","Ckb"
"Dynll1",2.00652568929393e-99,0.623857467472876,0.999,0.974,6.53946787397783e-95,"12","Dynll1"
"Siva1",4.95692103711867e-99,0.610467028282179,0.989,0.945,1.61551013520735e-94,"12","Siva1"
"Dnajc91",1.93504428174032e-98,0.797421441766576,0.964,0.803,6.30650281861989e-94,"12","Dnajc9"
"Syt111",4.4421112196761e-98,1.75664257076281,0.358,0.105,1.44772846760464e-93,"12","Syt11"
"Epha72",5.47051485349466e-98,1.99731865230186,0.351,0.104,1.78289549590244e-93,"12","Epha7"
"Ube2d3",6.78179633781494e-98,0.720695718005933,0.977,0.848,2.21025524445727e-93,"12","Ube2d3"
"Cfl21",7.23499185504307e-98,0.847561804019439,0.943,0.737,2.35795619547709e-93,"12","Cfl2"
"Gm16734",9.13358568439213e-98,0.840754747458162,0.937,0.654,2.97672691040024e-93,"12","Gm1673"
"Apela2",9.85500436437887e-98,1.28898333317806,0.502,0.185,3.21184447239472e-93,"12","Apela"
"Ddx39b",1.45934705715731e-97,0.624406707924812,0.985,0.938,4.7561579939814e-93,"12","Ddx39b"
"Ccnd12",3.40504720291885e-97,1.29288472422621,0.917,0.738,1.10973893390328e-92,"12","Ccnd1"
"Plch13",2.5012888626093e-96,1.33957175324213,0.491,0.178,8.15195053212998e-92,"12","Plch1"
"Nrg1",1.56539917430864e-95,2.21159957928475,0.222,0.046,5.10179244898929e-91,"12","Nrg1"
"Arf42",2.77064254463051e-95,0.750089944636987,0.959,0.784,9.02980111720528e-91,"12","Arf4"
"Anp32e",9.55314234432131e-95,0.627447292542798,0.993,0.901,3.11346462143776e-90,"12","Anp32e"
"Gkap11",4.94609972920345e-94,1.09378629919298,0.785,0.451,1.6119833627447e-89,"12","Gkap1"
"Hnrnpa1",1.13518860167666e-93,0.500182226349778,0.999,0.979,3.6996931717244e-89,"12","Hnrnpa1"
"Sall22",8.48464956582224e-93,1.38127831381018,0.538,0.215,2.76523213999713e-88,"12","Sall2"
"Lpar63",1.05753261551491e-92,1.34345032981244,0.578,0.246,3.44660454722464e-88,"12","Lpar6"
"Rnf1652",2.6207607451581e-92,1.60522197297585,0.377,0.117,8.54132134454478e-88,"12","Rnf165"
"Hoxa73",1.31116000004616e-91,0.93196213458189,0.414,0.129,4.27320155615044e-87,"12","Hoxa7"
"Elavl1",1.40198779152959e-91,0.840152255261141,0.94,0.709,4.56921841137408e-87,"12","Elavl1"
"Eml11",3.78279100160948e-91,1.69359793978457,0.359,0.11,1.23284941533455e-86,"12","Eml1"
"Trim22",4.29620570522786e-91,1.8261758677993,0.324,0.094,1.40017640139081e-86,"12","Trim2"
"Atp2b12",4.4234318930024e-91,0.979787254847545,0.896,0.679,1.44164068824841e-86,"12","Atp2b1"
"Acvr2a1",5.0894332928404e-91,1.77098318308477,0.358,0.111,1.65869720446962e-86,"12","Acvr2a"
"Mettl91",6.30758768256263e-91,0.786348025774992,0.961,0.739,2.05570590162399e-86,"12","Mettl9"
"Snrnp401",1.42128264006004e-89,0.792601495918252,0.935,0.747,4.63210225221967e-85,"12","Snrnp40"
"Hnrnpf1",5.38274931369852e-89,0.6583604899754,0.988,0.865,1.75429182882749e-84,"12","Hnrnpf"
"Tdrkh2",1.09199144563578e-88,1.49606475942917,0.385,0.124,3.55890932047156e-84,"12","Tdrkh"
"Rbmxl1",3.33728501395363e-88,0.77614325724814,0.947,0.753,1.08765455889763e-83,"12","Rbmxl1"
"Nipsnap3b1",3.22416810541943e-87,1.31036804329988,0.609,0.281,1.05078862723725e-82,"12","Nipsnap3b"
"Palld3",8.40655858139584e-87,1.21335307432055,0.566,0.24,2.73978150726272e-82,"12","Palld"
"Lsm2",3.22990249058446e-86,0.628360524277994,0.977,0.88,1.05265752070638e-81,"12","Lsm2"
"Ormdl11",3.56615230692393e-86,1.26391794913903,0.586,0.262,1.16224469834958e-81,"12","Ormdl1"
"Nr2f23",3.37692916806703e-85,0.880290064295661,0.59,0.236,1.10057498516472e-80,"12","Nr2f2"
"Dclk1",1.87193608844724e-84,1.92194602420006,0.282,0.078,6.10082690585842e-80,"12","Dclk1"
"Cenpv1",5.38037424763442e-84,1.03818440369563,0.762,0.425,1.75351777104654e-79,"12","Cenpv"
"Dynll21",2.47557429346164e-83,0.760432257695017,0.937,0.745,8.06814417982083e-79,"12","Dynll2"
"Mpped22",3.80396703051378e-82,1.37279811123663,0.441,0.163,1.23975089491475e-77,"12","Mpped2"
"Sf3b6",8.81076339937553e-82,0.614941180044833,0.971,0.873,2.87151589949048e-77,"12","Sf3b6"
"Vamp31",1.11775187007046e-81,0.934564327395998,0.838,0.51,3.64286511974664e-77,"12","Vamp3"
"6330403K07Rik2",3.70811677223336e-81,1.34622875363379,0.423,0.152,1.20851233723858e-76,"12","6330403K07Rik"
"Uchl13",3.84708007575617e-81,1.22137027899071,0.619,0.294,1.25380186748969e-76,"12","Uchl1"
"Nudt10",5.65733731755904e-81,1.80810355918255,0.274,0.075,1.84378280516567e-76,"12","Nudt10"
"Mxra72",1.19040665278851e-80,1.45858960175674,0.434,0.163,3.87965432210302e-76,"12","Mxra7"
"H2-Ke61",3.34003345527887e-80,1.50764101230627,0.368,0.124,1.08855030340994e-75,"12","H2-Ke6"
"Psmb2",4.10604444318766e-80,0.540966941619001,0.989,0.935,1.33820094447929e-75,"12","Psmb2"
"Lgr41",5.11369353652633e-80,1.70388713613282,0.336,0.109,1.6666038604893e-75,"12","Lgr4"
"Eif5",6.92686090049726e-80,0.506815078572537,0.996,0.965,2.25753323608106e-75,"12","Eif5"
"Efna52",1.19236374342875e-79,1.4865679841255,0.383,0.132,3.88603267620865e-75,"12","Efna5"
"Nrp14",2.8419740738762e-79,1.2516401646017,0.391,0.134,9.26227770416993e-75,"12","Nrp1"
"Arl2bp1",3.2158392278134e-79,0.96486125845388,0.826,0.533,1.04807416273666e-74,"12","Arl2bp"
"Asf1b1",1.18841213445262e-78,1.36827230138578,0.501,0.212,3.87315398739454e-74,"12","Asf1b"
"Csrnp3",1.26432210455019e-78,2.05209819149462,0.236,0.06,4.12055217093953e-74,"12","Csrnp3"
"Cacybp",2.35575568127297e-78,0.529776845792283,0.989,0.949,7.67764334083674e-74,"12","Cacybp"
"Thoc7",5.70131926906757e-78,0.586637021335852,0.989,0.905,1.85811696298181e-73,"12","Thoc7"
"Rnf7",1.2659230214725e-77,0.550180645496295,0.985,0.912,4.12576971928104e-73,"12","Rnf7"
"Magoh",1.50105439133528e-77,0.531096509624893,0.988,0.938,4.89208636680082e-73,"12","Magoh"
"Ccdc341",3.12803736409191e-77,0.592714683142865,0.977,0.889,1.0194586573312e-72,"12","Ccdc34"
"Septin32",3.61973325913705e-76,1.27539366867988,0.483,0.197,1.17970726648536e-71,"12","Septin3"
"Nectin31",4.32312392411287e-76,1.04115511821064,0.706,0.384,1.40894931810763e-71,"12","Nectin3"
"Cuedc12",2.58555541759014e-75,1.46732771261672,0.403,0.15,8.42658366146804e-71,"12","Cuedc1"
"Jam33",7.06894836402861e-75,1.19299692294801,0.526,0.227,2.30384096132056e-70,"12","Jam3"
"Psmb31",7.40396947214715e-75,0.541161182963346,0.993,0.938,2.41302769066748e-70,"12","Psmb3"
"Hoxb24",8.98507031638404e-75,1.17514868634215,0.527,0.228,2.92832426681272e-70,"12","Hoxb2"
"Egln12",1.50573872604378e-74,0.997482961666451,0.741,0.418,4.90735308204929e-70,"12","Egln1"
"Vezf13",3.9404229598448e-74,0.9008899392113,0.849,0.562,1.28422324684302e-69,"12","Vezf1"
"Slbp",5.91012096776679e-74,0.762857918333541,0.916,0.743,1.92616752460488e-69,"12","Slbp"
"Tsc22d32",1.43336758466025e-73,1.41675070572917,0.419,0.161,4.67148829516621e-69,"12","Tsc22d3"
"Phc22",5.86891050637134e-73,1.01307926753931,0.71,0.378,1.91273662313148e-68,"12","Phc2"
"Acat21",9.07023371298733e-73,0.887316620527544,0.876,0.621,2.9560798693997e-68,"12","Acat2"
"Lsm6",1.74026201166547e-72,0.531414197188765,0.98,0.9,5.67168792221892e-68,"12","Lsm6"
"Macroh2a22",2.27885589693092e-72,0.677899492248105,0.952,0.691,7.42701925368757e-68,"12","Macroh2a2"
"Ube2e33",2.99037190012829e-72,0.702597064475832,0.933,0.72,9.74592105970812e-68,"12","Ube2e3"
"Tmed21",3.62202893169137e-72,1.06772155374717,0.642,0.324,1.18045544912753e-67,"12","Tmed2"
"Fignl13",3.91046717620581e-72,1.1568065217372,0.521,0.224,1.27446035739724e-67,"12","Fignl1"
"Stox26",6.96868831054107e-72,1.13504164627005,0.506,0.214,2.27116520728844e-67,"12","Stox2"
"Gm472833",6.99343989143837e-72,0.734520210350529,0.971,0.859,2.27923199501868e-67,"12","Gm47283"
"Fhod3",1.65888096337552e-71,1.67819438486092,0.258,0.073,5.40645894773715e-67,"12","Fhod3"
"Nde12",1.82444544863799e-70,1.07056502297053,0.674,0.374,5.94605016165606e-66,"12","Nde1"
"Yaf21",2.1408201682822e-70,0.877202397270574,0.82,0.541,6.97714701044853e-66,"12","Yaf2"
"Hnrnph1",3.28056129647256e-70,0.590171132031711,0.971,0.859,1.06916773213337e-65,"12","Hnrnph1"
"Msi1",4.36648570366916e-70,1.2749373315638,0.469,0.196,1.42308135568282e-65,"12","Msi1"
"Cdc261",6.13324751559614e-70,0.941345260396135,0.784,0.482,1.99888669780794e-65,"12","Cdc26"
"Atp6v1g1",6.23938681811065e-70,0.670862262128092,0.96,0.802,2.03347855789044e-65,"12","Atp6v1g1"
"Boc3",2.61974357634865e-69,1.30186505233174,0.359,0.125,8.53800628967789e-65,"12","Boc"
"Slitrk5",4.98515883985495e-69,1.87665526830769,0.212,0.054,1.62471311749713e-64,"12","Slitrk5"
"Hoxd43",3.38587335294368e-68,1.24886330033797,0.335,0.112,1.10348998445787e-63,"12","Hoxd4"
"Rcbtb23",3.98276366721675e-68,0.967164856649556,0.722,0.415,1.29802250678261e-63,"12","Rcbtb2"
"Sumo3",8.65149742370754e-68,0.684488714078986,0.94,0.757,2.81960952536053e-63,"12","Sumo3"
"Cabp11",3.44348034039521e-67,1.46073387947339,0.266,0.079,1.1222646777382e-62,"12","Cabp1"
"Dpysl4",5.71039004315535e-67,1.78748885947277,0.216,0.057,1.86107321896476e-62,"12","Dpysl4"
"Hdac21",5.90865490187429e-67,0.724255007093594,0.909,0.69,1.92568971906985e-62,"12","Hdac2"
"Mapkapk21",8.78583336084652e-67,1.05309467191487,0.591,0.286,2.86339095063349e-62,"12","Mapkapk2"
"Nmral12",8.92725953217467e-67,0.929340264943301,0.764,0.482,2.90948315413105e-62,"12","Nmral1"
"Sox113",9.48917241955746e-67,0.513241979482053,0.989,0.909,3.09261618325797e-62,"12","Sox11"
"Frat2",1.86232229233442e-66,1.65757790703683,0.259,0.078,6.06949458294709e-62,"12","Frat2"
"Polr3k1",1.96717603253763e-66,0.80692782654871,0.856,0.582,6.4112234076434e-62,"12","Polr3k"
"Gsr2",2.6301967136301e-66,0.945376176453956,0.734,0.42,8.57207410939184e-62,"12","Gsr"
"Hpf1",4.74011017189665e-66,0.696867796458249,0.908,0.731,1.54484930612284e-61,"12","Hpf1"
"Tmx11",5.53523259773574e-66,0.981691881479893,0.65,0.337,1.80398765592805e-61,"12","Tmx1"
"Pbx21",1.06005509886509e-65,0.814813457177187,0.822,0.534,3.45482557271121e-61,"12","Pbx2"
"Srsf9",1.64752333038321e-65,0.542511217513753,0.984,0.905,5.3694432860519e-61,"12","Srsf9"
"2810025M15Rik",2.39059882281316e-65,0.733337735072152,0.897,0.693,7.79120062343036e-61,"12","2810025M15Rik"
"Sumo1",3.0069435538742e-65,0.567213613786083,0.972,0.864,9.7999297364314e-61,"12","Sumo1"
"Usp251",3.52684070109351e-65,1.29468999722038,0.437,0.184,1.14943265289339e-60,"12","Usp25"
"Dpy30",4.09816647945874e-65,0.558603348438653,0.981,0.872,1.3356334373204e-60,"12","Dpy30"
"Lsm14b1",7.01428525852801e-65,1.16812363552851,0.482,0.21,2.28602570860686e-60,"12","Lsm14b"
"Arf21",8.76248016954521e-65,1.4243505453181,0.326,0.114,2.85577991205648e-60,"12","Arf2"
"Ube2e1",1.43723451111138e-64,0.750859536521004,0.889,0.646,4.6840909951631e-60,"12","Ube2e1"
"Sap301",3.17719342181366e-64,0.878610593834317,0.802,0.527,1.03547910810329e-59,"12","Sap30"
"Elavl23",3.80749788713913e-64,1.3889686702863,0.453,0.202,1.24090163639751e-59,"12","Elavl2"
"Ola11",1.07683548676151e-63,0.657866283355583,0.917,0.738,3.50951453490442e-59,"12","Ola1"
"Tubb2b1",8.15118486440838e-63,0.840639342680136,0.808,0.516,2.65655265915933e-58,"12","Tubb2b"
"Dhx321",8.80425369964205e-63,1.40891943516854,0.36,0.138,2.86939432325034e-58,"12","Dhx32"
"Hes52",1.3301086934932e-62,1.48385405259275,0.318,0.111,4.33495724296369e-58,"12","Hes5"
"Sh3glb11",5.17364333292688e-62,0.874409145213154,0.845,0.612,1.6861420986342e-57,"12","Sh3glb1"
"Sptssa",1.04118527637224e-61,0.750689861507831,0.864,0.586,3.39332693422477e-57,"12","Sptssa"
"Ezh21",1.60552907785208e-61,0.517407672380003,0.984,0.904,5.2325798176277e-57,"12","Ezh2"
"Srp14",1.68310036135135e-61,0.53370291370775,0.981,0.882,5.48539238768019e-57,"12","Srp14"
"Psma1",2.00631698946147e-61,0.553373633322184,0.967,0.835,6.53878770035388e-57,"12","Psma1"
"Slain1",2.25499677096773e-61,1.67986610059202,0.248,0.076,7.34925997626093e-57,"12","Slain1"
"Cdc42",2.78340505586968e-61,0.502676848736195,0.991,0.896,9.07139541758489e-57,"12","Cdc42"
"Zfp706",7.16978307194856e-61,0.580637967698121,0.972,0.837,2.33670400097876e-56,"12","Zfp706"
"Rnd2",7.33384931412023e-61,1.60611524982918,0.259,0.082,2.39017482996492e-56,"12","Rnd2"
"Slc16a11",2.59836392169073e-60,0.817663939724097,0.611,0.314,8.46832785718225e-56,"12","Slc16a1"
"B4galt4",5.77246168402113e-60,1.66969519918827,0.202,0.054,1.88130298743933e-55,"12","B4galt4"
"Fen1",7.47142986957954e-60,0.869175069567258,0.772,0.495,2.43501370879467e-55,"12","Fen1"
"Selenof",1.34788951732458e-59,0.504505691599467,0.989,0.888,4.39290672591255e-55,"12","Selenof"
"Hoxa23",4.29477073846186e-59,1.31067016106214,0.335,0.124,1.3997087313721e-54,"12","Hoxa2"
"Rab283",7.03414794565282e-59,1.03176070676478,0.59,0.302,2.29249915696771e-54,"12","Rab28"
"Wsb13",7.36784088513054e-59,0.958793019084316,0.594,0.309,2.40125302287289e-54,"12","Wsb1"
"Igf2bp24",8.60122520883049e-59,0.70072138541175,0.853,0.573,2.80322530780995e-54,"12","Igf2bp2"
"Bex2",1.01559747711647e-58,0.614525275567297,0.943,0.798,3.3099337376703e-54,"12","Bex2"
"Hspa4l",1.46071502598428e-58,1.62799270644267,0.218,0.063,4.76061634118537e-54,"12","Hspa4l"
"Golm11",1.59984648169904e-58,0.871700543990574,0.758,0.477,5.21405966850533e-54,"12","Golm1"
"Fzd24",2.03925028986413e-58,0.685144351646711,0.864,0.583,6.64612061969618e-54,"12","Fzd2"
"Meis34",5.02449449840666e-58,1.2433336923161,0.41,0.173,1.63753300197571e-53,"12","Meis3"
"Nsg12",6.08110972815683e-58,1.25025479315401,0.385,0.155,1.98189447150359e-53,"12","Nsg1"
"Gtf2a2",9.78618549787096e-58,0.669717420100603,0.896,0.68,3.18941571561112e-53,"12","Gtf2a2"
"Ppa1",1.00418920111199e-57,0.526365076183273,0.977,0.884,3.27275302534408e-53,"12","Ppa1"
"Mapre1",1.11024528639464e-57,0.60455897672277,0.947,0.767,3.61840041288877e-53,"12","Mapre1"
"Epb41l4a1",1.14285607863432e-57,1.34287838099852,0.286,0.098,3.72468224587711e-53,"12","Epb41l4a"
"Shisa4",1.33338117023235e-57,1.38457448445941,0.278,0.093,4.34562257190424e-53,"12","Shisa4"
"Cdh23",1.53642507400548e-57,0.68721602382607,0.876,0.608,5.00736295869126e-53,"12","Cdh2"
"Akt12",2.4611085493321e-57,0.980158842810459,0.628,0.337,8.02099887312825e-53,"12","Akt1"
"Mthfd2l2",5.65740678043059e-57,1.06827982312972,0.499,0.235,1.84380544381013e-52,"12","Mthfd2l"
"Svbp2",1.20779572743019e-56,0.779430132932124,0.793,0.504,3.93632705526774e-52,"12","Svbp"
"Fam49b1",3.02021995695612e-56,0.765587703454017,0.82,0.557,9.8431988617157e-52,"12","Fam49b"
"Samd1",5.7926755682036e-56,1.22394880773371,0.425,0.189,1.88789089443324e-51,"12","Samd1"
"Pik3r13",7.3242963713362e-56,1.38452470712302,0.334,0.129,2.38706143038218e-51,"12","Pik3r1"
"Ociad21",1.22923748983212e-55,1.52842803547122,0.247,0.08,4.00620790311186e-51,"12","Ociad2"
"Efnb3",2.06620548938728e-55,1.44514855336529,0.276,0.096,6.73397031046208e-51,"12","Efnb3"
"Gar1",2.9174323721035e-55,0.610971571690349,0.931,0.766,9.50820384392252e-51,"12","Gar1"
"Polr2m",4.01078607978627e-55,0.535247839720439,0.979,0.849,1.30715529126314e-50,"12","Polr2m"
"Nes1",5.64184127391398e-55,1.10247685142288,0.458,0.211,1.83873248958131e-50,"12","Nes"
"Nhs",1.48711340855818e-54,1.67948595353667,0.226,0.071,4.84665130983198e-50,"12","Nhs"
"Jpt1",3.6307027252417e-54,0.577884207220978,0.959,0.853,1.18328232518352e-49,"12","Jpt1"
"Cemip21",7.30177460014678e-54,1.23136726331686,0.406,0.179,2.37972135993384e-49,"12","Cemip2"
"Tmem167",8.95197295631871e-54,0.501658271607224,0.964,0.861,2.91753750619383e-49,"12","Tmem167"
"Lyrm91",1.79007053944323e-53,1.32482718580607,0.306,0.114,5.83401889509942e-49,"12","Lyrm9"
"Uba2",2.45557485009703e-53,0.6207226133177,0.916,0.732,8.00296399395123e-49,"12","Uba2"
"Tk11",2.57044087485841e-53,0.976992618802104,0.601,0.334,8.37732385525103e-49,"12","Tk1"
"Pafah1b21",2.66697111568628e-53,0.721167769149031,0.834,0.611,8.69192556313315e-49,"12","Pafah1b2"
"Ppp2cb1",2.86504505530164e-53,0.7158006571645,0.83,0.586,9.33746833973356e-49,"12","Ppp2cb"
"Immp1l",5.28470551883331e-53,0.775590047298387,0.79,0.532,1.72233837564296e-48,"12","Immp1l"
"Lsm3",1.37419715273504e-52,0.511403429292752,0.952,0.827,4.47864594047877e-48,"12","Lsm3"
"Tfdp11",1.43939473967283e-52,0.920993399464507,0.65,0.381,4.69113139606772e-48,"12","Tfdp1"
"Chd33",1.72171583993951e-52,0.892713189449107,0.555,0.28,5.61124409394685e-48,"12","Chd3"
"Med301",2.97305403120168e-52,0.767835483726971,0.788,0.526,9.68948039308938e-48,"12","Med30"
"Sdhaf1",4.35705326874431e-52,0.943683065649155,0.607,0.329,1.42000723081646e-47,"12","Sdhaf1"
"Gjc12",8.59255874305184e-52,0.699216870850796,0.84,0.6,2.80040081994802e-47,"12","Gjc1"
"Cfap20",1.36401621415578e-51,0.714127834067534,0.829,0.582,4.44546524355511e-47,"12","Cfap20"
"1700037H04Rik1",1.70527457628341e-51,0.941695456681764,0.566,0.302,5.55766037156527e-47,"12","1700037H04Rik"
"Gnb2",1.74731923656731e-51,0.584145251209252,0.925,0.759,5.6946881238965e-47,"12","Gnb2"
"Znrd1",1.78842671343858e-51,0.691301152116421,0.84,0.603,5.82866150176767e-47,"12","Znrd1"
"Tmem2161",2.49046558017262e-51,1.00019554027145,0.451,0.208,8.11667637234058e-47,"12","Tmem216"
"Qk1",2.54566480893917e-51,0.626042599429482,0.911,0.717,8.29657617881365e-47,"12","Qk"
