"Sample","Distance_microns","Gray_Value"
"BADC_5",293.494,19868.416
"BADC_5",293.823,19897.678
"BADC_5",294.153,19717.152
"BADC_5",294.482,19694.154
"BADC_5",294.811,19438.844
"BADC_5",295.141,19383.07
"BADC_5",295.47,19159.158
"BADC_5",295.8,19063.566
"BADC_5",296.129,19284.023
"BADC_5",296.458,19212.016
"BADC_5",296.788,19277.918
"BADC_5",297.117,19136.24
"BADC_5",297.447,19014.982
"BADC_5",297.776,19182.912
"BADC_5",298.105,19464.461
"BADC_5",298.435,19364.355
"BADC_5",298.764,19503.605
"BADC_5",299.094,19551.855
"BADC_5",299.423,19830.768
"BADC_5",299.752,19907.105
"BADC_5",300.082,20111.496
"BADC_5",300.411,20216.324
"BADC_5",300.741,20120.229
"BADC_5",301.07,20302.967
"BADC_5",301.399,20122.297
"BADC_5",301.729,20132.113
"BADC_5",302.058,19953.137
"BADC_5",302.388,19798.299
"BADC_5",302.717,19738.895
"BADC_5",303.046,19540.33
"BADC_5",303.376,19579.395
"BADC_5",303.705,19450.988
"BADC_5",304.035,19270.777
"BADC_5",304.364,19272.27
"BADC_5",304.693,18920.617
"BADC_5",305.023,19127.996
"BADC_5",305.352,18932.258
"BADC_5",305.682,18734.275
"BADC_5",306.011,18748.176
"BADC_5",306.34,18697.355
"BADC_5",306.67,18340.465
"BADC_5",306.999,17979.393
"BADC_5",307.329,17588.635
"BADC_5",307.658,17259.271
"BADC_5",307.987,17058.418
"BADC_5",308.317,16915.715
"BADC_5",308.646,17111.533
"BADC_5",308.976,17422.799
"BADC_5",309.305,17581.854
"BADC_5",309.634,17678.256
"BADC_5",309.964,17872.98
"BADC_5",310.293,17989.326
"BADC_5",310.623,18306.766
"BADC_5",310.952,18431.236
"BADC_5",311.281,18315.492
"BADC_5",311.611,18315.271
"BADC_5",311.94,18420.428
"BADC_5",312.27,18458.35
"BADC_5",312.599,18502.311
"BADC_5",312.928,18151.424
"BADC_5",313.258,18102.801
"BADC_5",313.587,18148.793
"BADC_5",313.917,17985.828
"BADC_5",314.246,17920.939
"BADC_5",314.575,17854.785
"BADC_5",314.905,17628.801
"BADC_5",315.234,17482.928
"BADC_5",315.564,17331
"BADC_5",315.893,17080.002
"BADC_5",316.222,16848.496
"BADC_5",316.552,16657.654
"BADC_5",316.881,16292.662
"BADC_5",317.211,16139.346
"BADC_5",317.54,15928.734
"BADC_5",317.869,15950.978
"BADC_5",318.199,15789.537
"BADC_5",318.528,15643.455
"BADC_5",318.858,15914.274
"BADC_5",319.187,15900.102
"BADC_5",319.516,15848.376
"BADC_5",319.846,15803.591
"BADC_5",320.175,15710.158
"BADC_5",320.505,15829.553
"BADC_5",320.834,15919.193
"BADC_5",321.163,16316.459
"BADC_5",321.493,16388.664
"BADC_5",321.822,16869.105
"BADC_5",322.152,17271.508
"BADC_5",322.481,17423.457
"BADC_5",322.81,17474.99
"BADC_5",323.14,17752.348
"BADC_5",323.469,17804.207
"BADC_5",323.799,17950.619
"BADC_5",324.128,17956.281
"BADC_5",324.457,18079.977
"BADC_5",324.787,18169.645
"BADC_5",325.116,18253.619
"BADC_5",325.446,18428.584
"BADC_5",325.775,18643.424
"BADC_5",326.104,18732.215
"BADC_5",326.434,18608.105
"BADC_5",326.763,18653.41
"BADC_5",327.092,18748.869
"BADC_5",327.422,18807.76
"BADC_5",327.751,18822.592
"BADC_5",328.081,18921.287
"BADC_5",328.41,18677.047
"BADC_5",328.74,18499.332
"BADC_5",329.069,18529.273
"BADC_5",329.398,18627.809
"BADC_5",329.728,18618.861
"BADC_5",330.057,18481.932
"BADC_5",330.386,18517.154
"BADC_5",330.716,18320.918
"BADC_5",331.045,18304.941
"BADC_5",331.375,18315.688
"BADC_5",331.704,18298.916
"BADC_5",332.033,18130.07
"BADC_5",332.363,17960.119
"BADC_5",332.692,17489.381
"BADC_5",333.022,17278.9
"BADC_5",333.351,17125.549
"BADC_5",333.68,16624.572
"BADC_5",334.01,16596.393
"BADC_5",334.339,16605.643
"BADC_5",334.669,16487.301
"BADC_5",334.998,16570.963
"BADC_5",335.327,16462.818
"BADC_5",335.657,16238.487
"BADC_5",335.986,16092.896
"BADC_5",336.316,15900.759
"BADC_5",336.645,15746.602
"BADC_5",336.974,15777.501
"BADC_5",337.304,15672.705
"BADC_5",337.633,15876.597
"BADC_5",337.963,16003.919
"BADC_5",338.292,15828.081
"BADC_5",338.621,15845.913
"BADC_5",338.951,15936.996
"BADC_5",339.28,16120.254
"BADC_5",339.61,16335.411
"BADC_5",339.939,16424.312
"BADC_5",340.268,16749.891
"BADC_5",340.598,16788.199
"BADC_5",340.927,17271.346
"BADC_5",341.257,17191.045
"BADC_5",341.586,17342.49
"BADC_5",341.915,17304.355
"BADC_5",342.245,17243.451
"BADC_5",342.574,17406.416
"BADC_5",342.904,17589.652
"BADC_5",343.233,17486.051
"BADC_5",343.562,17465.803
"BADC_5",343.892,17509.158
"BADC_5",344.221,17406.23
"BADC_5",344.551,17258.807
"BADC_5",344.88,17247.898
"BADC_5",345.209,17192.857
"BADC_5",345.539,16922.387
"BADC_5",345.868,16718.924
"BADC_5",346.198,16584.811
"BADC_5",346.527,16398.768
"BADC_5",346.856,16182.287
"BADC_5",347.186,15813.869
"BADC_5",347.515,15633.224
"BADC_5",347.845,15462.816
"BADC_5",348.174,15335.517
"BADC_5",348.503,15327.108
"BADC_5",348.833,15231.693
"BADC_5",349.162,15327.146
"BADC_5",349.492,15376.906
"BADC_5",349.821,15342.79
"BADC_5",350.15,15519.326
"BADC_5",350.48,15668.591
"BADC_5",350.809,15856.673
"BADC_5",351.139,16033.845
"BADC_5",351.468,16209.19
"BADC_5",351.797,16360.418
"BADC_5",352.127,16518.256
"BADC_5",352.456,16837.283
"BADC_5",352.786,17000.439
"BADC_5",353.115,17036.52
"BADC_5",353.444,17214.596
"BADC_5",353.774,17195.824
"BADC_5",354.103,17193.447
"BADC_5",354.433,17184.342
"BADC_5",354.762,16982.18
"BADC_5",355.091,16764.055
"BADC_5",355.421,16567.66
"BADC_5",355.75,16389.268
"BADC_5",356.08,16129.91
"BADC_5",356.409,16056.813
"BADC_5",356.738,16151.879
"BADC_5",357.068,16202.618
"BADC_5",357.397,16053.935
"BADC_5",357.727,15953.95
"BADC_5",358.056,16042.073
"BADC_5",358.385,15898.727
"BADC_5",358.715,15819.157
"BADC_5",359.044,15806.377
"BADC_5",359.374,15938.265
"BADC_5",359.703,15731.354
"BADC_5",360.032,16019.171
"BADC_5",360.362,15799.959
"BADC_5",360.691,15836.438
"BADC_5",361.021,15838.665
"BADC_5",361.35,15899.558
"BADC_5",361.679,15912.491
"BADC_5",362.009,15975.151
"BADC_5",362.338,16236.687
"BADC_5",362.668,16134.26
"BADC_5",362.997,16119.262
"BADC_5",363.326,16027.259
"BADC_5",363.656,15983.92
"BADC_5",363.985,15982.98
"BADC_5",364.315,15790.816
"BADC_5",364.644,15687.238
"BADC_5",364.973,15454.929
"BADC_5",365.303,15188.132
"BADC_5",365.632,15164.933
"BADC_5",365.962,15208.053
"BADC_5",366.291,15368.255
"BADC_5",366.62,15460.775
"BADC_5",366.95,15442.137
"BADC_5",367.279,15267.902
"BADC_5",367.608,15240.309
"BADC_5",367.938,15330.041
"BADC_5",368.267,15371.655
"BADC_5",368.597,15406.104
"BADC_5",368.926,15187.893
"BADC_5",369.255,15156.176
"BADC_5",369.585,15039.382
"BADC_5",369.914,14876.627
"BADC_5",370.244,14703.559
"BADC_5",370.573,14608.013
"BADC_5",370.902,14640.544
"BADC_5",371.232,14386.391
"BADC_5",371.561,14206.743
"BADC_5",371.891,14225.717
"BADC_5",372.22,14069.635
"BADC_5",372.549,14021.621
"BADC_5",372.879,13971.222
"BADC_5",373.208,13973.939
"BADC_5",373.538,13801.406
"BADC_5",373.867,13850.74
"BADC_5",374.196,13995.944
"BADC_5",374.526,13967.194
"BADC_5",374.855,14036.754
"BADC_5",375.185,14250.135
"BADC_5",375.514,14227.15
"BADC_5",375.843,14454.614
"BADC_5",376.173,14753.156
"BADC_5",376.502,14675.938
"BADC_5",376.832,14809.789
"BADC_5",377.161,14727.248
"BADC_5",377.49,14837.307
"BADC_5",377.82,14895.632
"BADC_5",378.149,14629.368
"BADC_5",378.479,14959.926
"BADC_5",378.808,15012.387
"BADC_5",379.137,14802.334
"BADC_5",379.467,14959.891
"BADC_5",379.796,14708.086
"BADC_5",380.126,14498.175
"BADC_5",380.455,14411.159
"BADC_5",380.784,14264.677
"BADC_5",381.114,13977.736
"BADC_5",381.443,13810.76
"BADC_5",381.773,13528.126
"BADC_5",382.102,13417.93
"BADC_5",382.431,13182.206
"BADC_5",382.761,13148.984
"BADC_5",383.09,13012.395
"BADC_5",383.42,12977.02
"BADC_5",383.749,13059.242
"BADC_5",384.078,13091.331
"BADC_5",384.408,13352.593
"BADC_5",384.737,13480.812
"BADC_5",385.067,13566.617
"BADC_5",385.396,13907.064
"BADC_5",385.725,14084.838
"BADC_5",386.055,14326.854
"BADC_5",386.384,14457.495
"BADC_5",386.714,14594.988
"BADC_5",387.043,14672.596
"BADC_5",387.372,14680.088
"BADC_5",387.702,14585.979
"BADC_5",388.031,14717.382
"BADC_5",388.361,14488.744
"BADC_5",388.69,14377.312
"BADC_5",389.019,14343.255
"BADC_5",389.349,14347.044
"BADC_5",389.678,14236.217
"BADC_5",390.008,14069.172
"BADC_5",390.337,13939.31
"BADC_5",390.666,13821.563
"BADC_5",390.996,13609.118
"BADC_5",391.325,13589.988
"BADC_5",391.655,13469.708
"BADC_5",391.984,13268.973
"BADC_5",392.313,13401.716
"BADC_5",392.643,13446.868
"BADC_5",392.972,13558.634
"BADC_5",393.302,13381.054
"BADC_5",393.631,13627.884
"BADC_5",393.96,13558.331
"BADC_5",394.29,13788.183
"BADC_5",394.619,13909.292
"BADC_5",394.949,14046.607
"BADC_5",395.278,14181.786
"BADC_5",395.607,14141.143
"BADC_5",395.937,14189.084
"BADC_5",396.266,14231.153
"BADC_5",396.596,14268.933
"BADC_5",396.925,14333.672
"BADC_5",397.254,14516.377
"BADC_5",397.584,14503.866
"BADC_5",397.913,14502.296
"BADC_5",398.243,14408.722
"BADC_5",398.572,14369.438
"BADC_5",398.901,14478.897
"BADC_5",399.231,14488.881
"BADC_5",399.56,14472.014
"BADC_5",399.89,14651.306
"BADC_5",400.219,14716.533
"BADC_5",400.548,14620.85
"BADC_5",400.878,14647.346
"BADC_5",401.207,14824.946
"BADC_5",401.537,14669.799
"BADC_5",401.866,14818.629
"BADC_5",402.195,15004.444
"BADC_5",402.525,15131.366
"BADC_5",402.854,15231.824
"BADC_5",403.184,15303.907
"BADC_5",403.513,15473.316
"BADC_5",403.842,15752.583
"BADC_5",404.172,15747.409
"BADC_5",404.501,16083.428
"BADC_5",404.831,16447.117
"BADC_5",405.16,16550.844
"BADC_5",405.489,16595.354
"BADC_5",405.819,16704.879
"BADC_5",406.148,16831.059
"BADC_5",406.477,16990.049
"BADC_5",406.807,16814.592
"BADC_5",407.136,16738.98
"BADC_5",407.466,16832.143
"BADC_5",407.795,16839.014
"BADC_5",408.124,16650.398
"BADC_5",408.454,16547.898
"BADC_5",408.783,16651.701
"BADC_5",409.113,16704.514
"BADC_5",409.442,16645.998
"BADC_5",409.771,16455.406
"BADC_5",410.101,16383.982
"BADC_5",410.43,16467.51
"BADC_5",410.76,16550.002
"BADC_5",411.089,16431.863
"BADC_5",411.418,16176.726
"BADC_5",411.748,16327.135
"BADC_5",412.077,16600.25
"BADC_5",412.407,16732.617
"BADC_5",412.736,16783.061
"BADC_5",413.065,16979.686
"BADC_5",413.395,17018.967
"BADC_5",413.724,17098.756
"BADC_5",414.054,17132.852
"BADC_5",414.383,17093.402
"BADC_5",414.712,17155.221
"BADC_5",415.042,17241.879
"BADC_5",415.371,17316.301
"BADC_5",415.701,17236.371
"BADC_5",416.03,17377.117
"BADC_5",416.359,17296.338
"BADC_5",416.689,17408.57
"BADC_5",417.018,17557.57
"BADC_5",417.348,17712.658
"BADC_5",417.677,17966.002
"BADC_5",418.006,18094.213
"BADC_5",418.336,18136.92
"BADC_5",418.665,18297.328
"BADC_5",418.995,18209.316
"BADC_5",419.324,18483.219
"BADC_5",419.653,18157.395
"BADC_5",419.983,18118.562
"BADC_5",420.312,18177.711
"BADC_5",420.642,17929.979
"BADC_5",420.971,17762.373
"BADC_5",421.3,17918.359
"BADC_5",421.63,17763.242
"BADC_5",421.959,17731.35
"BADC_5",422.289,17927.295
"BADC_5",422.618,17945.227
"BADC_5",422.947,17909.902
"BADC_5",423.277,17842.316
"BADC_5",423.606,17902.428
"BADC_5",423.936,18089.781
"BADC_5",424.265,18287.443
"BADC_5",424.594,18505.002
"BADC_5",424.924,18766.92
"BADC_5",425.253,18912.051
"BADC_5",425.583,19075.463
"BADC_5",425.912,19500.906
"BADC_5",426.241,19755.047
"BADC_5",426.571,20024.467
"BADC_5",426.9,20208.646
"BADC_5",427.23,20455.4
"BADC_5",427.559,20614.785
"BADC_5",427.888,20722.541
"BADC_5",428.218,20676.357
"BADC_5",428.547,20751.018
"BADC_5",428.877,20839.934
"BADC_5",429.206,21017.734
"BADC_5",429.535,20998.504
"BADC_5",429.865,21103.357
"BADC_5",430.194,21137.283
"BADC_5",430.524,21164.859
"BADC_5",430.853,21080.262
"BADC_5",431.182,21261.811
"BADC_5",431.512,21530.475
"BADC_5",431.841,21539.854
"BADC_5",432.171,21538.59
"BADC_5",432.5,22042.59
"BADC_5",432.829,22383.262
"BADC_5",433.159,22373.756
"BADC_5",433.488,22914.355
"BADC_5",433.818,22801.162
"BADC_5",434.147,23235.502
"BADC_5",434.476,23415.242
"BADC_5",434.806,23868.717
"BADC_5",435.135,24102.842
"BADC_5",435.465,24422.518
"BADC_5",435.794,24401.219
"BADC_5",436.123,24726.303
"BADC_5",436.453,24952.59
"BADC_5",436.782,25205.893
"BADC_5",437.112,25320.35
"BADC_5",437.441,25546.648
"BADC_5",437.77,25869.4
"BADC_5",438.1,26104.346
"BADC_5",438.429,26449.879
"BADC_5",438.759,26555.168
"BADC_5",439.088,26388.902
"BADC_5",439.417,26457.824
"BADC_5",439.747,26605.008
"BADC_5",440.076,26418.885
"BADC_5",440.406,26613.4
"BADC_5",440.735,26621.664
"BADC_5",441.064,26394.348
"BADC_5",441.394,26396.141
"BADC_5",441.723,26360.896
"BADC_5",442.053,26493.141
"BADC_5",442.382,26987.312
"BADC_5",442.711,27083.316
"BADC_5",443.041,27114.68
"BADC_5",443.37,27026.064
"BADC_5",443.699,27433.904
"BADC_5",444.029,27528.266
"BADC_5",444.358,27740.418
"BADC_5",444.688,27454.264
"BADC_5",445.017,27339.715
"BADC_5",445.346,27097.67
"BADC_5",445.676,27094.785
"BADC_5",446.005,27289.072
"BADC_5",446.335,27260.613
"BADC_5",446.664,27477.795
"BADC_5",446.993,27310.068
"BADC_5",447.323,27186.139
"BADC_5",447.652,27154.02
"BADC_5",447.982,27107.561
"BADC_5",448.311,27161.785
"BADC_5",448.64,27375.137
"BADC_5",448.97,27506.23
"BADC_5",449.299,27606.883
"BADC_5",449.629,28003.688
"BADC_5",449.958,28124.99
"BADC_5",450.287,28044.531
"BADC_5",450.617,27827.752
"BADC_5",450.946,27729.377
"BADC_5",451.276,27567.113
"BADC_5",451.605,27427.424
"BADC_5",451.934,26882.787
"BADC_5",452.264,26776.531
"BADC_5",452.593,26948.48
"BADC_5",452.923,26322.943
"BADC_5",453.252,26365.916
"BADC_5",453.581,25979.232
"BADC_5",453.911,25558.367
"BADC_5",454.24,25588.107
"BADC_5",454.57,25151.451
"BADC_5",454.899,24933.252
"BADC_5",455.228,25017.766
"BADC_5",455.558,24752.34
"BADC_5",455.887,24735.045
"BADC_5",456.217,24649.338
"BADC_5",456.546,24752.68
"BADC_5",456.875,24764.354
"BADC_5",457.205,25160.434
"BADC_5",457.534,25204.666
"BADC_5",457.864,25241.887
"BADC_5",458.193,24885.055
"BADC_5",458.522,25160.586
"BADC_5",458.852,24996.107
"BADC_5",459.181,25026.357
"BADC_5",459.511,24853.918
"BADC_5",459.84,24784.561
"BADC_5",460.169,24747.461
"BADC_5",460.499,24706.328
"BADC_5",460.828,24492.756
"BADC_5",461.158,24510.416
"BADC_5",461.487,24370.445
"BADC_5",461.816,24260.789
"BADC_5",462.146,24219.051
"BADC_5",462.475,23987.164
"BADC_5",462.805,23991.547
"BADC_5",463.134,23646.445
"BADC_5",463.463,23357.127
"BADC_5",463.793,23061.736
"BADC_5",464.122,22570.264
"BADC_5",464.452,22252.318
"BADC_5",464.781,21926.768
"BADC_5",465.11,21815.477
"BADC_5",465.44,21602.648
"BADC_5",465.769,21260.904
"BADC_5",466.099,21106.26
"BADC_5",466.428,20981.045
"BADC_5",466.757,20872.188
"BADC_5",467.087,20760.926
"BADC_5",467.416,21006.066
"BADC_5",467.746,20651.346
"BADC_5",468.075,20728.975
"BADC_5",468.404,20811.518
"BADC_5",468.734,21062.631
"BADC_5",469.063,20950.156
"BADC_5",469.393,20903.371
"BADC_5",469.722,20841.676
"BADC_5",470.051,20533.627
"BADC_5",470.381,20409.535
"BADC_5",470.71,20162.791
"BADC_5",471.04,20074.58
"BADC_5",471.369,19523.893
"BADC_5",471.698,19417.307
"BADC_5",472.028,19386.092
"BADC_5",472.357,18874.129
"BADC_5",472.687,18639.178
"BADC_5",473.016,18568.488
"BADC_5",473.345,18353.682
"BADC_5",473.675,18224.234
"BADC_5",474.004,17985.691
"BADC_5",474.334,18139.707
"BADC_5",474.663,17754.648
"BADC_5",474.992,17832.77
"BADC_5",475.322,17999.592
"BADC_5",475.651,18032.15
"BADC_5",475.981,18059.484
"BADC_5",476.31,18161.527
"BADC_5",476.639,18086.346
"BADC_5",476.969,18235.779
"BADC_5",477.298,18459.617
"BADC_5",477.628,18476.25
"BADC_5",477.957,18606.066
"BADC_5",478.286,18647.531
"BADC_5",478.616,18890.295
"BADC_5",478.945,18962.076
"BADC_5",479.275,18882.016
"BADC_5",479.604,18975.109
"BADC_5",479.933,19018.15
"BADC_5",480.263,18772.764
"BADC_5",480.592,18789.311
"BADC_5",480.922,18698.645
"BADC_5",481.251,18440.691
"BADC_5",481.58,18110.371
"BADC_5",481.91,17820.908
"BADC_5",482.239,17488.873
"BADC_5",482.569,17195.352
"BADC_5",482.898,16746.658
"BADC_5",483.227,16599.104
"BADC_5",483.557,16376.706
"BADC_5",483.886,16280.21
"BADC_5",484.215,16342.849
"BADC_5",484.545,16190.31
"BADC_5",484.874,16117.939
"BADC_5",485.204,16046.374
"BADC_5",485.533,16156.465
"BADC_5",485.862,16155.896
"BADC_5",486.192,15971.266
"BADC_5",486.521,15983.111
"BADC_5",486.851,15876.842
"BADC_5",487.18,16162.574
"BADC_5",487.509,16336.571
"BADC_5",487.839,16323.356
"BADC_5",488.168,16412.713
"BADC_5",488.498,16558.6
"BADC_5",488.827,16665.973
"BADC_5",489.156,16803.463
"BADC_5",489.486,16898.42
"BADC_5",489.815,16976.564
"BADC_5",490.145,17144.908
"BADC_5",490.474,17256.859
"BADC_5",490.803,17577.516
"BADC_5",491.133,17696.332
"BADC_5",491.462,17958.111
"BADC_5",491.792,18152.592
"BADC_5",492.121,18177.402
"BADC_5",492.45,18341.135
"BADC_5",492.78,18632.334
"BADC_5",493.109,18843.816
"BADC_5",493.439,18825.947
"BADC_5",493.768,18731.033
"BADC_5",494.097,18753.895
"BADC_5",494.427,18690.801
"BADC_5",494.756,18693.072
"BADC_5",495.086,18347.148
"BADC_5",495.415,18353.975
"BADC_5",495.744,18312.691
"BADC_5",496.074,18245.436
"BADC_5",496.403,18366.494
"BADC_5",496.733,18588.934
"BADC_5",497.062,18440.176
"BADC_5",497.391,18666.836
"BADC_5",497.721,18769.102
"BADC_5",498.05,19060.455
"BADC_5",498.38,19379.518
"BADC_5",498.709,19500.873
"BADC_5",499.038,19536.012
"BADC_5",499.368,19984.17
"BADC_5",499.697,20056.916
"BADC_5",500.027,20430.857
"BADC_5",500.356,20482.141
"BADC_5",500.685,20686.508
"BADC_5",501.015,20756.475
"BADC_5",501.344,20906.365
"BADC_5",501.674,20872.346
"BADC_5",502.003,21095.223
"BADC_5",502.332,21252.441
"BADC_5",502.662,21394.584
"BADC_5",502.991,21536.514
"BADC_5",503.321,21459.623
"BADC_5",503.65,21283.43
"BADC_5",503.979,21412.207
"BADC_5",504.309,21494.781
"BADC_5",504.638,21545.709
"BADC_5",504.968,21630.568
"BADC_5",505.297,21511.004
"BADC_5",505.626,21549.881
"BADC_5",505.956,21530.805
"BADC_5",506.285,21420.592
"BADC_5",506.615,21415.41
"BADC_5",506.944,21375.666
"BADC_5",507.273,21299.561
"BADC_5",507.603,21005.59
"BADC_5",507.932,20926.793
"BADC_5",508.262,20879.242
"BADC_5",508.591,20753.205
"BADC_5",508.92,20669.461
"BADC_5",509.25,20604.195
"BADC_5",509.579,20489.348
"BADC_5",509.909,20699.781
"BADC_5",510.238,20661.271
"BADC_5",510.567,20685.236
"BADC_5",510.897,20470.35
"BADC_5",511.226,20233.758
"BADC_5",511.556,20132.938
"BADC_5",511.885,20076.322
"BADC_5",512.214,19872.596
"BADC_5",512.544,19654.033
"BADC_5",512.873,19536.148
"BADC_5",513.203,19432.75
"BADC_5",513.532,19484.707
"BADC_5",513.861,19282.207
"BADC_5",514.191,19439.988
"BADC_5",514.52,19391.895
"BADC_5",514.85,19317.342
"BADC_5",515.179,19336.83
"BADC_5",515.508,19272.416
"BADC_5",515.838,19161.334
"BADC_5",516.167,19110.17
"BADC_5",516.497,19239.518
"BADC_5",516.826,19037.855
"BADC_5",517.155,19103.564
"BADC_5",517.485,19071.637
"BADC_5",517.814,19043.873
"BADC_5",518.143,18984.928
"BADC_5",518.473,18765.145
"BADC_5",518.802,18788.174
"BADC_5",519.132,18934.139
"BADC_5",519.461,18985.322
"BADC_5",519.791,19063.666
"BADC_5",520.12,19307.777
"BADC_5",520.449,19352.072
"BADC_5",520.779,19587.885
"BADC_5",521.108,19709.789
"BADC_5",521.438,19732.881
"BADC_5",521.767,19754.008
"BADC_5",522.096,19751.893
"BADC_5",522.426,19847.572
"BADC_5",522.755,20028.318
"BADC_5",523.084,20281.91
"BADC_5",523.414,20131.658
"BADC_5",523.743,20035.65
"BADC_5",524.073,20285.76
"BADC_5",524.402,20369.719
"BADC_5",524.732,20472.586
"BADC_5",525.061,20464.707
"BADC_5",525.39,20498.637
"BADC_5",525.72,20673.723
"BADC_5",526.049,20740.254
"BADC_5",526.378,20802.119
"BADC_5",526.708,20587.957
"BADC_5",527.037,20453.691
"BADC_5",527.367,20495.627
"BADC_5",527.696,20263.9
"BADC_5",528.025,20075.705
"BADC_5",528.355,20002.027
"BADC_5",528.684,19703.379
"BADC_5",529.014,19672.076
"BADC_5",529.343,19607.328
"BADC_5",529.672,19538.605
"BADC_5",530.002,19477.771
"BADC_5",530.331,19270.758
"BADC_5",530.661,19348.029
"BADC_5",530.99,19324.662
"BADC_5",531.319,19312.342
"BADC_5",531.649,19084.279
"BADC_5",531.978,19021.99
"BADC_5",532.308,19153.648
"BADC_5",532.637,19043.311
"BADC_5",532.966,19010.818
"BADC_5",533.296,18830.455
"BADC_5",533.625,18775.846
"BADC_5",533.955,20858.592
"BADC_5",534.284,17175.719
"BADC_5",534.613,17692.84
"BADC_5",534.943,18130.359
"BADC_5",535.272,18274.008
"BADC_5",535.602,18468.623
"BADC_5",535.931,18494.662
"BADC_5",536.26,18435.191
"BADC_5",536.59,18350.369
"BADC_5",536.919,18396.035
"BADC_5",537.249,18470.094
"BADC_5",537.578,18425.252
"BADC_5",537.907,18328.096
"BADC_5",538.237,18657.219
"BADC_5",538.566,18481.348
"BADC_5",538.896,18548.82
"BADC_5",539.225,18574.699
"BADC_5",539.554,18574.244
"BADC_5",539.884,18722.551
"BADC_5",540.213,18688.434
"BADC_5",540.543,18831.373
"BADC_5",540.872,18993.486
"BADC_5",541.201,19328.959
"BADC_5",541.531,19462.43
"BADC_5",541.86,19514.438
"BADC_5",542.19,19749.637
"BADC_5",542.519,20018.893
"BADC_5",542.848,19720.096
"BADC_5",543.178,19614.984
"BADC_5",543.507,19771.959
"BADC_5",543.837,19864.521
"BADC_5",544.166,19637.486
"BADC_5",544.495,19765.141
"BADC_5",544.825,19942.633
"BADC_5",545.154,19740.523
"BADC_5",545.484,19932.709
"BADC_5",545.813,20059.385
"BADC_5",546.142,20081.24
"BADC_5",546.472,20124.139
"BADC_5",546.801,20243.918
"BADC_5",547.131,20038.314
"BADC_5",547.46,19716.602
"BADC_5",547.789,19395.809
"BADC_5",548.119,19181.611
"BADC_5",548.448,18970.932
"BADC_5",548.778,18737.422
"BADC_5",549.107,18615.742
"BADC_5",549.436,18774.297
"BADC_5",549.766,18743.186
"BADC_5",550.095,18732.891
"BADC_5",550.425,18774.369
"BADC_5",550.754,18773.924
"BADC_5",551.083,18768.391
"BADC_5",551.413,18941.629
"BADC_5",551.742,19010.666
"BADC_5",552.072,19115.721
"BADC_5",552.401,19164.244
"BADC_5",552.73,19202.045
"BADC_5",553.06,19489.576
"BADC_5",553.389,19636.064
"BADC_5",553.719,19752.291
"BADC_5",554.048,19467.688
"BADC_5",554.377,19631.965
"BADC_5",554.707,19656.674
"BADC_5",555.036,19594.502
"BADC_5",555.366,19639.516
"BADC_5",555.695,20019.156
"BADC_5",556.024,20064.988
"BADC_5",556.354,20231.051
"BADC_5",556.683,19997.775
"BADC_5",557.013,20205.674
"BADC_5",557.342,20501.605
"BADC_5",557.671,20713.99
"BADC_5",558.001,20869.58
"BADC_5",558.33,20960.867
"BADC_5",558.659,21318.713
"BADC_5",558.989,21302.418
"BADC_5",559.318,21497.203
"BADC_5",559.648,21452.475
"BADC_5",559.977,21548.904
"BADC_5",560.307,21376.051
"BADC_5",560.636,21311.086
"BADC_5",560.965,21366.775
"BADC_5",561.295,21255.072
"BADC_5",561.624,21226.902
"BADC_5",561.953,20913.338
"BADC_5",562.283,20956.949
"BADC_5",562.612,20971.467
"BADC_5",562.942,20912.793
"BADC_5",563.271,20940.361
"BADC_5",563.6,20857.332
"BADC_5",563.93,20857.107
"BADC_5",564.259,20909.834
"BADC_5",564.589,21019.963
"BADC_5",564.918,21132.217
"BADC_5",565.247,20978.441
"BADC_5",565.577,21055.703
"BADC_5",565.906,21136.371
"BADC_5",566.236,21077.463
"BADC_5",566.565,20981.809
"BADC_5",566.894,21159.953
"BADC_5",567.224,20869.32
"BADC_5",567.553,20461.24
"BADC_5",567.883,20401.158
"BADC_5",568.212,19991.436
"BADC_5",568.541,19664.389
"BADC_5",568.871,19191.053
"BADC_5",569.2,18739.684
"BADC_5",569.53,18546.52
"BADC_5",569.859,18331.498
"BADC_5",570.188,18042.844
"BADC_5",570.518,18102.348
"BADC_5",570.847,18074.859
"BADC_5",571.177,18139.17
"BADC_5",571.506,18429.332
"BADC_5",571.835,18553.619
"BADC_5",572.165,18677.557
"BADC_5",572.494,18595.998
"BADC_5",572.824,18899.928
"BADC_5",573.153,18874.262
"BADC_6",0,17310.656
"BADC_6",0.329,17525.449
"BADC_6",0.659,17482.764
"BADC_6",0.988,17416.711
"BADC_6",1.318,17416.684
"BADC_6",1.647,17419.592
"BADC_6",1.976,17259.158
"BADC_6",2.306,17099.375
"BADC_6",2.635,17159.314
"BADC_6",2.965,17267.857
"BADC_6",3.294,17299.41
"BADC_6",3.623,17606.482
"BADC_6",3.953,17397.104
"BADC_6",4.282,17401.859
"BADC_6",4.612,17299.258
"BADC_6",4.941,17270.271
"BADC_6",5.27,17200.506
"BADC_6",5.6,17164.248
"BADC_6",5.929,17102.273
"BADC_6",6.259,17019.895
"BADC_6",6.588,17061.23
"BADC_6",6.917,16848.816
"BADC_6",7.247,16900.531
"BADC_6",7.576,16755.182
