"Sample","Distance_microns","Gray_Value"
"wt_1",307.023,41055.535
"wt_1",307.352,41310.355
"wt_1",307.682,42183.152
"wt_1",308.011,42264.449
"wt_1",308.341,42263.715
"wt_1",308.67,42020.199
"wt_1",309,42416.055
"wt_1",309.329,42666.535
"wt_1",309.658,42337.57
"wt_1",309.988,42310.285
"wt_1",310.317,41934.59
"wt_1",310.647,41875.406
"wt_1",310.976,41452.039
"wt_1",311.306,41638.734
"wt_1",311.635,41159.262
"wt_1",311.964,41132.996
"wt_1",312.294,41097.492
"wt_1",312.623,41120.363
"wt_1",312.953,41509.172
"wt_1",313.282,41643.316
"wt_1",313.612,41514.234
"wt_1",313.941,41938.527
"wt_1",314.27,42009.121
"wt_1",314.6,42256.832
"wt_1",314.929,42143.836
"wt_1",315.259,41981.641
"wt_1",315.588,42057.488
"wt_1",315.917,41895.699
"wt_1",316.247,41689.133
"wt_1",316.576,41873.316
"wt_1",316.906,42180.5
"wt_1",317.235,41550.383
"wt_1",317.565,41668.703
"wt_1",317.894,41700.883
"wt_1",318.223,41427.984
"wt_1",318.553,41187.734
"wt_1",318.882,41174.66
"wt_1",319.212,41078.66
"wt_1",319.541,40938.391
"wt_1",319.871,40625.23
"wt_1",320.2,41002.734
"wt_1",320.529,40722.242
"wt_1",320.859,40266.484
"wt_1",321.188,40618.512
"wt_1",321.518,40531.281
"wt_1",321.847,40555.293
"wt_1",322.177,40737.297
"wt_1",322.506,41028.438
"wt_1",322.835,41137.352
"wt_1",323.165,41163.141
"wt_1",323.494,41174.188
"wt_1",323.824,41306.227
"wt_1",324.153,42031.992
"wt_1",324.483,41657.875
"wt_1",324.812,41481.723
"wt_1",325.141,41133.441
"wt_1",325.471,41020.07
"wt_1",325.8,40545.004
"wt_1",326.13,40441.582
"wt_1",326.459,39987.992
"wt_1",326.788,39636.902
"wt_1",327.118,39545.312
"wt_1",327.447,39570.156
"wt_1",327.777,39667.953
"wt_1",328.106,39407.652
"wt_1",328.436,39365.559
"wt_1",328.765,39093.191
"wt_1",329.094,38970.645
"wt_1",329.424,38474.395
"wt_1",329.753,37837.691
"wt_1",330.083,37235.508
"wt_1",330.412,37414.68
"wt_1",330.742,37398.375
"wt_1",331.071,37666.984
"wt_1",331.4,37608.484
"wt_1",331.73,37783.379
"wt_1",332.059,38017.59
"wt_1",332.389,38349.828
"wt_1",332.718,38390.996
"wt_1",333.048,39117.402
"wt_1",333.377,39248.172
"wt_1",333.706,39934.281
"wt_1",334.036,39244.938
"wt_1",334.365,39581.609
"wt_1",334.695,39153.184
"wt_1",335.024,39785.773
"wt_1",335.353,39740.445
"wt_1",335.683,39648.988
"wt_1",336.012,40145.078
"wt_1",336.342,40137.496
"wt_1",336.671,39957.43
"wt_1",337.001,40419.012
"wt_1",337.33,41031.336
"wt_1",337.659,41602.934
"wt_1",337.989,41159.414
"wt_1",338.318,41677.688
"wt_1",338.648,41852.051
"wt_1",338.977,42018.984
"wt_1",339.307,42137.465
"wt_1",339.636,42511.957
"wt_1",339.965,42038.445
"wt_1",340.295,42461.848
"wt_1",340.624,42203.469
"wt_1",340.954,42061.168
"wt_1",341.283,41689.723
"wt_1",341.613,41376.957
"wt_1",341.942,41190.719
"wt_1",342.271,40682.887
"wt_1",342.601,40619.996
"wt_1",342.93,40189.961
"wt_1",343.26,39757
"wt_1",343.589,39075.609
"wt_1",343.919,38862.531
"wt_1",344.248,38168.719
"wt_1",344.577,37771.84
"wt_1",344.907,36708.707
"wt_1",345.236,36213.457
"wt_1",345.566,35791.27
"wt_1",345.895,36017.043
"wt_1",346.224,35503.512
"wt_1",346.554,35556.609
"wt_1",346.883,35419.242
"wt_1",347.213,35558.809
"wt_1",347.542,35741.457
"wt_1",347.872,35878.766
"wt_1",348.201,36086.699
"wt_1",348.53,36343.699
"wt_1",348.86,36375.992
"wt_1",349.189,36560.5
"wt_1",349.519,36713.844
"wt_1",349.848,36467.895
"wt_1",350.178,36758.836
"wt_1",350.507,36891.215
"wt_1",350.836,36961.992
"wt_1",351.166,36094.539
"wt_1",351.495,36625.426
"wt_1",351.825,36508.398
"wt_1",352.154,36319.215
"wt_1",352.484,36314.215
"wt_1",352.813,36645.234
"wt_1",353.142,36704.668
"wt_1",353.472,36583.23
"wt_1",353.801,36604.438
"wt_1",354.131,36726.641
"wt_1",354.46,37044.062
"wt_1",354.79,37100.184
"wt_1",355.119,37587.586
"wt_1",355.448,37195.586
"wt_1",355.778,37258.309
"wt_1",356.107,36947.07
"wt_1",356.437,37074.203
"wt_1",356.766,36855.293
"wt_1",357.095,37143.82
"wt_1",357.425,36922.949
"wt_1",357.754,36702.262
"wt_1",358.084,36321.73
"wt_1",358.413,36704.711
"wt_1",358.743,36415.789
"wt_1",359.072,35810.84
"wt_1",359.401,35753.016
"wt_1",359.731,35409.25
"wt_1",360.06,35636.043
"wt_1",360.39,35200.691
"wt_1",360.719,35089.828
"wt_1",361.049,35454.297
"wt_1",361.378,34978.871
"wt_1",361.707,35099.652
"wt_1",362.037,34798.543
"wt_1",362.366,34484.16
"wt_1",362.696,34268.711
"wt_1",363.025,34348.199
"wt_1",363.355,34246.051
"wt_1",363.684,34631.273
"wt_1",364.013,34283.746
"wt_1",364.343,33853.117
"wt_1",364.672,33525.426
"wt_1",365.002,33414.508
"wt_1",365.331,33581.719
"wt_1",365.66,33374.488
"wt_1",365.99,33320.273
"wt_1",366.319,33262.434
"wt_1",366.649,33766.926
"wt_1",366.978,33771.215
"wt_1",367.308,33703.332
"wt_1",367.637,33670.547
"wt_1",367.966,33357.609
"wt_1",368.296,33582.023
"wt_1",368.625,33789.293
"wt_1",368.955,33674.195
"wt_1",369.284,33595.809
"wt_1",369.614,33590.629
"wt_1",369.943,33725.863
"wt_1",370.272,33308.367
"wt_1",370.602,33455.77
"wt_1",370.931,34014.977
"wt_1",371.261,33799.844
"wt_1",371.59,33647.453
"wt_1",371.92,33424.57
"wt_1",372.249,33198.562
"wt_1",372.578,33384.551
"wt_1",372.908,33620.879
"wt_1",373.237,33166.02
"wt_1",373.567,33269.492
"wt_1",373.896,32736.684
"wt_1",374.226,32965.309
"wt_1",374.555,32805.461
"wt_1",374.884,32721.42
"wt_1",375.214,32922.559
"wt_1",375.543,33061.637
"wt_1",375.873,33026.234
"wt_1",376.202,33053.5
"wt_1",376.531,33389.84
"wt_1",376.861,33733.434
"wt_1",377.19,33615.07
"wt_1",377.52,33897.652
"wt_1",377.849,34094.438
"wt_1",378.179,33908.195
"wt_1",378.508,34035.523
"wt_1",378.837,33446.41
"wt_1",379.167,33303.938
"wt_1",379.496,33477.609
"wt_1",379.826,33306.332
"wt_1",380.155,32971.289
"wt_1",380.485,32884.762
"wt_1",380.814,32709.893
"wt_1",381.143,33014.789
"wt_1",381.473,32874.086
"wt_1",381.802,32777.234
"wt_1",382.132,32376.904
"wt_1",382.461,32727.273
"wt_1",382.791,32432.156
"wt_1",383.12,32874.215
"wt_1",383.449,33052.355
"wt_1",383.779,33002.137
"wt_1",384.108,33303.004
"wt_1",384.438,33592.07
"wt_1",384.767,33829.91
"wt_1",385.096,33649.57
"wt_1",385.426,33607.766
"wt_1",385.755,33417.824
"wt_1",386.085,33735.816
"wt_1",386.414,33628.953
"wt_1",386.744,33663.785
"wt_1",387.073,33829.824
"wt_1",387.402,33714.738
"wt_1",387.732,33643.348
"wt_1",388.061,33707.656
"wt_1",388.391,33835.988
"wt_1",388.72,33911.516
"wt_1",389.05,34095.738
"wt_1",389.379,33622.906
"wt_1",389.708,33608.902
"wt_1",390.038,33820.734
"wt_1",390.367,33577.527
"wt_1",390.697,33744.594
"wt_1",391.026,33815.043
"wt_1",391.356,33956
"wt_1",391.685,34018.641
"wt_1",392.014,33989.23
"wt_1",392.344,34181.988
"wt_1",392.673,34305.281
"wt_1",393.003,34510.984
"wt_1",393.332,34534.074
"wt_1",393.662,34704.41
"wt_1",393.991,35141.41
"wt_1",394.32,35017.418
"wt_1",394.65,34969.574
"wt_1",394.979,34950.039
"wt_1",395.309,34608.828
"wt_1",395.638,34927.824
"wt_1",395.967,34612.508
"wt_1",396.297,34979.348
"wt_1",396.626,34721.465
"wt_1",396.956,34651.324
"wt_1",397.285,34687.203
"wt_1",397.615,34860.379
"wt_1",397.944,34968.453
"wt_1",398.273,34909.562
"wt_1",398.603,35654.57
"wt_1",398.932,35270.203
"wt_1",399.262,36051.652
"wt_1",399.591,35739.32
"wt_1",399.921,35806.273
"wt_1",400.25,35521.715
"wt_1",400.579,35263.809
"wt_1",400.909,35175.672
"wt_1",401.238,35343.684
"wt_1",401.568,35007.598
"wt_1",401.897,34820.512
"wt_1",402.227,34864.605
"wt_1",402.556,34093.535
"wt_1",402.885,34100
"wt_1",403.215,33634.828
"wt_1",403.544,33335.738
"wt_1",403.874,32659.533
"wt_1",404.203,32141.564
"wt_1",404.533,31583.457
"wt_1",404.862,31544.539
"wt_1",405.191,31111.264
"wt_1",405.521,30811.285
"wt_1",405.85,31293.469
"wt_1",406.18,30566.25
"wt_1",406.509,30579.818
"wt_1",406.838,30563.982
"wt_1",407.168,31363.098
"wt_1",407.497,31271.23
"wt_1",407.827,31366.436
"wt_1",408.156,31835.043
"wt_1",408.486,31667.48
"wt_1",408.815,31137.984
"wt_1",409.144,31260.576
"wt_1",409.474,31309.834
"wt_1",409.803,31439.873
"wt_1",410.133,31708.021
"wt_1",410.462,31546.523
"wt_1",410.792,31768.369
"wt_1",411.121,31675.355
"wt_1",411.45,31640.6
"wt_1",411.78,31848.197
"wt_1",412.109,31970.73
"wt_1",412.439,32062.266
"wt_1",412.768,32018.854
"wt_1",413.098,31918.814
"wt_1",413.427,32255.504
"wt_1",413.756,32172.238
"wt_1",414.086,32180.816
"wt_1",414.415,32444.611
"wt_1",414.745,32474.666
"wt_1",415.074,32471.451
"wt_1",415.404,32089.057
"wt_1",415.733,31890.947
"wt_1",416.062,31649.691
"wt_1",416.392,31546.564
"wt_1",416.721,31557
"wt_1",417.051,31729.492
"wt_1",417.38,31262.299
"wt_1",417.709,30868.717
"wt_1",418.039,30653.648
"wt_1",418.368,30439.633
"wt_1",418.698,30475.758
"wt_1",419.027,30126.326
"wt_1",419.357,29966.504
"wt_1",419.686,29219
"wt_1",420.015,29398.846
"wt_1",420.345,29299.885
"wt_1",420.674,29318.094
"wt_1",421.004,28806.367
"wt_1",421.333,28550.875
"wt_1",421.663,29031.756
"wt_1",421.992,28679.072
"wt_1",422.321,28798.932
"wt_1",422.651,29243.959
"wt_1",422.98,29023.473
"wt_1",423.31,29164.506
"wt_1",423.639,29071.994
"wt_1",423.969,28758.088
"wt_1",424.298,28555.01
"wt_1",424.627,28766.15
"wt_1",424.957,28693.072
"wt_1",425.286,28886.195
"wt_1",425.616,28602.895
"wt_1",425.945,28681.057
"wt_1",426.274,29089.496
"wt_1",426.604,28763.451
"wt_1",426.933,28762.01
"wt_1",427.263,28959.197
"wt_1",427.592,28659.721
"wt_1",427.922,28925.809
"wt_1",428.251,29051.641
"wt_1",428.58,28635.949
"wt_1",428.91,28716.697
"wt_1",429.239,28664.969
"wt_1",429.569,28881.715
"wt_1",429.898,28912.793
"wt_1",430.228,28450.529
"wt_1",430.557,28349.615
"wt_1",430.886,28536.871
"wt_1",431.216,28336.695
"wt_1",431.545,27898.021
"wt_1",431.875,28104.906
"wt_1",432.204,28159.898
"wt_1",432.534,27921.74
"wt_1",432.863,28257.846
"wt_1",433.192,27846.307
"wt_1",433.522,27741.545
"wt_1",433.851,27865.773
"wt_1",434.181,27726.096
"wt_1",434.51,28063.986
"wt_1",434.84,28034.393
"wt_1",435.169,27836.854
"wt_1",435.498,27992.014
"wt_1",435.828,28194.639
"wt_1",436.157,28689.117
"wt_1",436.487,28412.297
"wt_1",436.816,28785.26
"wt_1",437.145,28928.078
"wt_1",437.475,28399.238
"wt_1",437.804,28539.713
"wt_1",438.134,28724.623
"wt_1",438.463,28652.232
"wt_1",438.793,29012.143
"wt_1",439.122,29091.1
"wt_1",439.451,29160.512
"wt_1",439.781,29074.012
"wt_1",440.11,29030.875
"wt_1",440.44,28944.236
"wt_1",440.769,29430.959
"wt_1",441.099,29276.668
"wt_1",441.428,29584.166
"wt_1",441.757,29960.658
"wt_1",442.087,29845.168
"wt_1",442.416,29835.047
"wt_1",442.746,29642.955
"wt_1",443.075,29802.537
"wt_1",443.405,29398.164
"wt_1",443.734,29319.025
"wt_1",444.063,29132.762
"wt_1",444.393,29069.955
"wt_1",444.722,29287.463
"wt_1",445.052,29131.256
"wt_1",445.381,28610.438
"wt_1",445.71,28195.277
"wt_1",446.04,28641.08
"wt_1",446.369,28540.926
"wt_1",446.699,28502.926
"wt_1",447.028,28441.455
"wt_1",447.358,28306.951
"wt_1",447.687,28399.967
"wt_1",448.016,28230.193
"wt_1",448.346,28191.717
"wt_1",448.675,27862.471
"wt_1",449.005,28016.516
"wt_1",449.334,27906.297
"wt_1",449.664,27761.244
"wt_1",449.993,27890.637
"wt_1",450.322,28181.023
"wt_1",450.652,27947.451
"wt_1",450.981,27956.465
"wt_1",451.311,27889.791
"wt_1",451.64,27853.471
"wt_1",451.97,27750.035
"wt_1",452.299,27695.506
"wt_1",452.628,27989.6
"wt_1",452.958,28238.041
"wt_1",453.287,28004.613
"wt_1",453.617,28041.871
"wt_1",453.946,28583.367
"wt_1",454.276,28614.426
"wt_1",454.605,28498.574
"wt_1",454.934,28502.973
"wt_1",455.264,28590.271
"wt_1",455.593,28301.826
"wt_1",455.923,28213.246
"wt_1",456.252,28675.07
"wt_1",456.581,28364.973
"wt_1",456.911,28466.533
"wt_1",457.24,28078.412
"wt_1",457.57,27912.912
"wt_1",457.899,28326.906
"wt_1",458.229,28138.969
"wt_1",458.558,27745.041
"wt_1",458.887,27752.861
"wt_1",459.217,27681.016
"wt_1",459.546,27622.99
"wt_1",459.876,27504.883
"wt_1",460.205,27426.184
"wt_1",460.535,27314.131
"wt_1",460.864,27331.076
"wt_1",461.193,27220.684
"wt_1",461.523,26873.014
"wt_1",461.852,27025.404
"wt_1",462.182,27000.756
"wt_1",462.511,26799.48
"wt_1",462.841,26747.021
"wt_1",463.17,27015.105
"wt_1",463.499,27189.707
"wt_1",463.829,27507.873
"wt_1",464.158,27534.273
"wt_1",464.488,27713.449
"wt_1",464.817,27427.955
"wt_1",465.147,27796.66
"wt_1",465.476,28009.98
"wt_1",465.805,27765.666
"wt_1",466.135,27671.768
"wt_1",466.464,27607.447
"wt_1",466.794,27459.383
"wt_1",467.123,27532.863
"wt_1",467.452,27612.352
"wt_1",467.782,27642.27
"wt_1",468.111,27602.52
"wt_1",468.441,27701.564
"wt_1",468.77,27719.127
"wt_1",469.1,27887.988
"wt_1",469.429,27984.061
"wt_1",469.758,28106.33
"wt_1",470.088,27952.514
"wt_1",470.417,28099.656
"wt_1",470.747,28205.93
"wt_1",471.076,28460.561
"wt_1",471.406,28421.531
"wt_1",471.735,28363.996
"wt_1",472.064,28452.43
"wt_1",472.394,28368.135
"wt_1",472.723,28372.178
"wt_1",473.053,28786.383
"wt_1",473.382,28542.104
"wt_1",473.712,28567.881
"wt_1",474.041,28653.236
"wt_1",474.37,28667.92
"wt_1",474.7,28498.723
"wt_1",475.029,28288.6
"wt_1",475.359,28069.127
"wt_1",475.688,28486.596
"wt_1",476.017,28351.596
"wt_1",476.347,28211.521
"wt_1",476.676,28281.059
"wt_1",477.006,28291.9
"wt_1",477.335,28130.291
"wt_1",477.665,28042.381
"wt_1",477.994,27599.971
"wt_1",478.323,27633.697
"wt_1",478.653,27512.254
"wt_1",478.982,27358.23
"wt_1",479.312,27350.342
"wt_1",479.641,26989.123
"wt_1",479.971,26865.342
"wt_1",480.3,26718.664
"wt_1",480.629,26574.023
"wt_1",480.959,26475.809
"wt_1",481.288,26639.918
"wt_1",481.618,26337.621
"wt_1",481.947,26363.646
"wt_1",482.277,26533.67
"wt_1",482.606,26514.854
"wt_1",482.935,26293.836
"wt_1",483.265,26106.326
"wt_1",483.594,26296.025
"wt_1",483.924,26090.133
"wt_1",484.253,25961.428
"wt_1",484.583,25760.465
"wt_1",484.912,25640.543
"wt_1",485.241,25619.896
"wt_1",485.571,25700.506
"wt_1",485.9,25538.592
"wt_1",486.23,25698.451
"wt_1",486.559,25721.658
"wt_1",486.888,26119.865
"wt_1",487.218,25391.719
"wt_1",487.547,25342.736
"wt_1",487.877,25338.66
"wt_1",488.206,25533.76
"wt_1",488.536,25682.117
"wt_1",488.865,25601.768
"wt_1",489.194,25729.711
"wt_1",489.524,25251.289
"wt_1",489.853,25096.512
"wt_1",490.183,25509.031
"wt_1",490.512,25647.225
"wt_1",490.842,25713.086
"wt_1",491.171,25668.539
"wt_1",491.5,25289.408
"wt_1",491.83,25421.543
"wt_1",492.159,25466.137
"wt_1",492.489,25262.227
"wt_1",492.818,25020.889
"wt_1",493.148,25151.053
"wt_1",493.477,25186.854
"wt_1",493.806,25429.256
"wt_1",494.136,25112.322
"wt_1",494.465,25013.148
"wt_1",494.795,24942.533
"wt_1",495.124,24732.025
"wt_1",495.453,25221.105
"wt_1",495.783,24365.904
"wt_1",496.112,24271.324
"wt_1",496.442,24493.201
"wt_1",496.771,24260.494
"wt_1",497.101,24252.33
"wt_1",497.43,24124.936
"wt_1",497.759,24062.127
"wt_1",498.089,24058.148
"wt_1",498.418,24461.422
"wt_1",498.748,24165.768
"wt_1",499.077,24026.092
"wt_1",499.407,24298.582
"wt_1",499.736,24444.719
"wt_1",500.065,24549.07
"wt_1",500.395,24660.535
"wt_1",500.724,24100.008
"wt_1",501.054,24298.674
"wt_1",501.383,24355.926
"wt_1",501.713,24361.412
"wt_1",502.042,24331.705
"wt_1",502.371,24336.809
"wt_1",502.701,24262.527
"wt_1",503.03,24021.729
"wt_1",503.36,24178.777
"wt_1",503.689,24234.584
"wt_1",504.019,23753.379
"wt_1",504.348,23779.539
"wt_1",504.677,23788.762
"wt_1",505.007,23868.32
"wt_1",505.336,23755.285
"wt_1",505.666,23170.924
"wt_1",505.995,23147.033
"wt_1",506.324,23053.99
"wt_1",506.654,22799.451
"wt_1",506.983,22773.369
"wt_1",507.313,22530.42
"wt_1",507.642,22305.135
"wt_1",507.972,22407.959
"wt_1",508.301,22099.793
"wt_1",508.63,22039.582
"wt_1",508.96,22175.074
"wt_1",509.289,21922.986
"wt_1",509.619,21889.758
"wt_1",509.948,21882.932
"wt_1",510.278,21716.459
"wt_1",510.607,21830.055
"wt_1",510.936,21931.137
"wt_1",511.266,21854.082
"wt_1",511.595,21916.637
"wt_1",511.925,21611.434
"wt_1",512.254,21446.879
"wt_1",512.584,21480.256
"wt_1",512.913,21641.402
"wt_1",513.242,21083.312
"wt_1",513.572,21191.844
"wt_1",513.901,21472.363
"wt_1",514.231,21417.951
"wt_1",514.56,21355.248
"wt_1",514.89,21146.377
"wt_1",515.219,21279.375
"wt_1",515.548,21144.816
"wt_1",515.878,21113.967
"wt_1",516.207,21264.555
"wt_1",516.537,21178.594
"wt_1",516.866,21149.953
"wt_1",517.195,21248.467
"wt_1",517.525,21158.061
"wt_1",517.854,21031.768
"wt_1",518.184,21148.297
"wt_1",518.513,21118.039
"wt_1",518.843,20973.572
"wt_1",519.172,20841.207
"wt_1",519.501,21095.73
"wt_1",519.831,20866.775
"wt_1",520.16,21040.141
"wt_1",520.49,21075.516
"wt_1",520.819,20943.512
"wt_1",521.149,20999.635
"wt_1",521.478,21037.396
"wt_1",521.807,20852.943
"wt_1",522.137,20787.393
"wt_1",522.466,20907.947
"wt_1",522.796,20727.686
"wt_1",523.125,20727.512
"wt_1",523.455,20927.258
"wt_1",523.784,20853.535
"wt_1",524.113,20950.088
"wt_1",524.443,20744.391
"wt_1",524.772,20787.377
"wt_1",525.102,21147.949
"wt_1",525.431,21086.697
"wt_1",525.76,20872.861
"wt_1",526.09,21041.891
"wt_1",526.419,20942.408
"wt_1",526.749,20834.68
"wt_1",527.078,20793.086
"wt_1",527.408,21009.076
"wt_1",527.737,21183.129
"wt_1",528.066,21157.84
"wt_1",528.396,21175.057
"wt_1",528.725,21035.346
"wt_1",529.055,21229.428
"wt_1",529.384,21292.033
"wt_1",529.714,21315.111
"wt_1",530.043,21276.572
"wt_1",530.372,20892.822
"wt_1",530.702,20740.824
"wt_1",531.031,20862.664
"wt_1",531.361,20923.691
"wt_1",531.69,20857.156
"wt_1",532.02,20978.223
"wt_1",532.349,21018.539
"wt_1",532.678,20966.785
"wt_1",533.008,20976.285
"wt_1",533.337,20667.66
"wt_1",533.667,20943.818
"wt_1",533.996,21090.771
"wt_1",534.326,20712.766
"wt_1",534.655,20580.627
"wt_1",534.984,20719.076
"wt_1",535.314,20968.865
"wt_1",535.643,20870.797
"wt_1",535.973,20778.676
"wt_1",536.302,20823.754
"wt_1",536.631,20670.414
"wt_1",536.961,20861.238
"wt_1",537.29,20591.486
"wt_1",537.62,20658.777
"wt_1",537.949,20682.365
"wt_1",538.279,20516.166
"wt_1",538.608,20463.82
"wt_1",538.937,20119.049
"wt_1",539.267,20076.576
"wt_1",539.596,20219.943
"wt_1",539.926,19948.008
"wt_1",540.255,19820.697
"wt_1",540.585,19752.137
"wt_1",540.914,19628.184
"wt_1",541.243,19711.273
"wt_1",541.573,19574.787
"wt_1",541.902,19834.783
"wt_1",542.232,19806.156
"wt_1",542.561,19742.211
"wt_1",542.891,19772.818
"wt_1",543.22,19525.684
"wt_1",543.549,19756.695
"wt_1",543.879,19718.58
"wt_1",544.208,19736.467
"wt_1",544.538,19716.568
"wt_1",544.867,19617.455
"wt_1",545.196,19511.908
"wt_1",545.526,19746.471
"wt_1",545.855,19900.805
"wt_1",546.185,19490.559
"wt_1",546.514,19482.221
"wt_1",546.844,19428.088
"wt_1",547.173,19097.832
"wt_1",547.502,19274.066
"wt_1",547.832,19332.148
"wt_1",548.161,19405.311
"wt_1",548.491,19345.188
"wt_1",548.82,19403.41
"wt_1",549.15,19506.865
"wt_1",549.479,19491.656
"wt_1",549.808,19461.965
"wt_1",550.138,19256.047
"wt_1",550.467,19149.812
"wt_1",550.797,19334.85
"wt_1",551.126,19303.137
"wt_1",551.456,19242.512
"wt_1",551.785,18876.441
"wt_1",552.114,19052.217
"wt_1",552.444,19099.562
"wt_1",552.773,19031.477
"wt_1",553.103,19092.074
"wt_1",553.432,18822.584
"wt_1",553.762,19114.721
"wt_1",554.091,19286.611
"wt_1",554.42,18925.477
"wt_1",554.75,18740.092
"wt_1",555.079,18744.939
"wt_1",555.409,18667.828
"wt_1",555.738,18808.461
"wt_1",556.068,18660.504
"wt_1",556.397,18473.256
"wt_1",556.726,18447.73
"wt_1",557.056,18766.426
"wt_1",557.385,18619.662
"wt_1",557.715,18525.311
"wt_1",558.044,18577.342
"wt_1",558.373,18730.645
"wt_1",558.703,18521.789
"wt_1",559.032,18531.307
"wt_1",559.362,18729.658
"wt_1",559.691,18354.516
"wt_1",560.021,18580.779
"wt_1",560.35,18478.68
"wt_1",560.679,18641.467
"wt_1",561.009,18448.27
"wt_1",561.338,18412.191
"wt_1",561.668,18357.668
"wt_1",561.997,18416.105
"wt_1",562.327,18278.252
"wt_1",562.656,18257.738
"wt_1",562.985,18227.645
"wt_1",563.315,18447.33
"wt_1",563.644,18195.816
"wt_1",563.974,18275.498
"wt_1",564.303,18630.264
"wt_1",564.633,18592.01
"wt_1",564.962,18511.168
"wt_1",565.291,18750.15
"wt_1",565.621,18513.494
"wt_1",565.95,18793.871
"wt_1",566.28,18704.59
"wt_1",566.609,18740.268
"wt_1",566.938,18584.549
"wt_1",567.268,18593.484
"wt_1",567.597,18769.1
"wt_1",567.927,18758.727
"wt_1",568.256,18733.82
"wt_1",568.586,18610.072
"wt_1",568.915,18921.357
"wt_1",569.244,19125.344
"wt_1",569.574,18850.275
"wt_1",569.903,19052.674
"wt_1",570.233,19160.965
"wt_1",570.562,19137.131
"wt_1",570.892,18963.693
"wt_1",571.221,19265.102
"wt_1",571.55,19271.102
"wt_1",571.88,19267.689
"wt_1",572.209,19441.941
"wt_1",572.539,19253.262
"wt_1",572.868,19062.547
"wt_1",573.198,19048.326
"wt_1",573.527,19189.775
"wt_1",573.856,19312.697
"wt_1",574.186,19352.268
"wt_1",574.515,19268.898
"wt_1",574.845,19474.08
"wt_1",575.174,19524.354
"wt_1",575.503,19573.732
"wt_1",575.833,19608.332
"wt_1",576.162,19720.609
"wt_1",576.492,19445.109
"wt_1",576.821,19292.07
"wt_1",577.151,19289.031
"wt_1",577.48,19454.395
"wt_1",577.809,19267.57
"wt_1",578.139,19264.365
"wt_1",578.468,19158.709
"wt_1",578.798,19103.145
"wt_1",579.127,19111.951
"wt_1",579.457,18987.289
"wt_1",579.786,18967.633
"wt_1",580.115,18792.543
"wt_1",580.445,19153.572
"wt_1",580.774,18990.617
"wt_1",581.104,19203.795
"wt_1",581.433,18644.686
"wt_1",581.763,18784.994
"wt_1",582.092,18759.842
"wt_1",582.421,18661.008
"wt_1",582.751,18979.375
"wt_1",583.08,18746.262
"wt_1",583.41,18708.01
"wt_1",583.739,18778.41
"wt_1",584.069,19140.609
"wt_1",584.398,19025.527
"wt_1",584.727,18905.713
"wt_1",585.057,19101.471
"wt_1",585.386,18897.062
"wt_1",585.716,19134.393
"wt_1",586.045,18897.072
"wt_1",586.375,19098.666
"wt_1",586.704,19400.869
"wt_1",587.033,19247.332
"wt_1",587.363,19661.281
"wt_1",587.692,19538.494
"wt_1",588.022,19590.512
"wt_1",588.351,19575.643
"wt_1",588.68,19652.291
"wt_1",589.01,19710.367
"wt_1",589.339,19600.715
"wt_1",589.669,19750.963
"wt_1",589.998,19431.91
"wt_1",590.328,19733.342
"wt_1",590.657,19658.424
"wt_1",590.986,19595.721
"wt_1",591.316,19736.756
"wt_1",591.645,19690.529
"wt_1",591.975,19706.273
"wt_1",592.304,19461.758
"wt_1",592.634,19243.303
"wt_1",592.963,19551.588
"wt_1",593.292,19473.143
"wt_1",593.622,19463.068
"wt_1",593.951,19341.117
"wt_1",594.281,19415.674
"wt_1",594.61,19361.383
"wt_1",594.94,19384.275
"wt_1",595.269,19168.865
"wt_1",595.598,19051.203
"wt_1",595.928,19209.812
"wt_1",596.257,19294.021
"wt_1",596.587,19270.574
"wt_1",596.916,19298.648
"wt_1",597.245,19233.355
"wt_1",597.575,19184.035
"wt_1",597.904,19350.193
"wt_1",598.234,19348.055
"wt_1",598.563,19338.033
"wt_1",598.893,18943.514
"wt_1",599.222,18980.383
"wt_1",599.551,18921.748
"wt_1",599.881,19322.494
"wt_1",600.21,19193.475
"wt_1",600.54,19288.182
"wt_1",600.869,19179.877
"wt_1",601.199,19081.145
"wt_1",601.528,19061.857
"wt_1",601.857,19217.289
"wt_1",602.187,19114.387
